# key	spec	seed	verdict	wall	cpu	clues	echo
s7051	13x2m8	81821033-7051	ok	0.698	0.698	408	13x2m8
s3279	4x3r4di	81821033-3279	ok	0.014	0.014	56	4x3r4di
s3751	5j	81821033-3751	ok	0.000	0.000	8	5j
s6080	9x2m4db	81821033-6080	ok	0.019	0.018	156	9x2m4db
s2014	3x2xkm8da	81821033-2014	ok	0.004	0.004	0	3x2xkm8da
s7095	13x2xmd4di	81821033-7095	ok	0.852	0.852	346	13x2xmd4di
s8921	30jxmd4de	81821033-8921	timeout	10.002	9.995	-1	30jxmd4de
s837	2x6xm2di	81821033-837	ok	0.014	0.014	48	2x6xm2di
s435	2x3xkadi	81821033-435	ok	0.109	0.109	0	2x3xkadi
s1387	2x12m8	81821033-1387	ok	0.025	0.025	348	2x12m8
s1207	2x10x	81821033-1207	ok	0.514	0.513	192	2x10x
s4886	6x4xmd4db	81821033-4886	ok	0.796	0.796	268	6x4xmd4db
s6964	13jxada	81821033-6964	ok	4.800	4.799	42	13jxada
s555	2x4kmd2di	81821033-555	ok	0.003	0.002	0	2x4kmd2di
s543	2x4kr4di	81821033-543	ok	0.016	0.016	0	2x4kr4di
s5749	8x2xmd4	81821033-5749	ok	0.006	0.006	118	8x2xmd4
s4374	5x6xadu	81821033-4374	timeout	10.068	9.993	-1	5x6xadu
s5626	8jxkda	81821033-5626	ok	3.276	3.261	0	8jxkda
s8103	22jmd4di	81821033-8103	timeout	10.004	10.003	-1	22jmd4di
s7695	18jr4di	81821033-7695	timeout	10.005	9.996	-1	18jr4di
s7321	15jmd2	81821033-7321	timeout	10.002	10.000	-1	15jmd2
s2643	3x8xadi	81821033-2643	ok	6.747	6.701	237	3x8xadi
s3916	5jxkmd2da	81821033-3916	ok	2.384	2.361	0	5jxkmd2da
s2508	3x7du	81821033-2508	timeout	10.004	10.003	-1	3x7du
s1855	3x2m4	81821033-1855	ok	0.000	0.000	16	3x2m4
s5891	9jm4de	81821033-5891	ok	0.081	0.081	26	9jm4de
s7145	14jmd4de	81821033-7145	timeout	10.008	10.002	-1	14jmd4de
s1772	3jm8db	81821033-1772	ok	0.000	0.000	4	3jm8db
s2762	3x9xmd2db	81821033-2762	timeout	10.004	10.002	-1	3x9xmd2db
s729	2x5xdi	81821033-729	ok	0.009	0.009	32	2x5xdi
s5933	9jkmd2de	81821033-5933	ok	4.940	4.939	0	9jkmd2de
s6507	10x3xmd2di	81821033-6507	timeout	10.084	10.015	-1	10x3xmd2di
s5857	9ja	81821033-5857	ok	0.002	0.002	24	9ja
s2221	3x4r4	81821033-2221	ok	0.001	0.001	60	3x4r4
s6891	12x2xmd2di	81821033-6891	ok	1.496	1.496	268	12x2xmd2di
s8143	22jxm4	81821033-8143	timeout	10.002	10.001	-1	22jxm4
s518	2x4md4db	81821033-518	ok	0.001	0.001	24	2x4md4db
s7616	17jm4db	81821033-7616	timeout	10.007	10.001	-1	17jm4db
s6044	9jxkm8db	81821033-6044	ok	0.540	0.539	0	9jxkm8db
s2316	3x5du	81821033-2316	ok	1.976	1.975	90	3x5du
s2581	3x7xmd4	81821033-2581	ok	0.049	0.049	207	3x7xmd4
s8740	29jada	81821033-8740	timeout	10.121	10.049	-1	29jada
s1020	2x8xdu	81821033-1020	timeout	10.002	10.001	-1	2x8xdu
s5319	7x3md4di	81821033-5319	ok	0.382	0.381	210	7x3md4di
s2823	3x10md4di	81821033-2823	timeout	10.007	10.000	-1	3x10md4di
s490	2x4da	81821033-490	ok	0.029	0.029	22	2x4da
s1595	2x14xde	81821033-1595	timeout	10.006	10.000	-1	2x14xde
s1675	2x15m8	81821033-1675	ok	0.091	0.091	560	2x15m8
s1203	2x10xadi	81821033-1203	ok	0.941	0.941	167	2x10xadi
s38	2jmd4db	81821033-38	ok	0.000	0.000	2	2jmd4db
s7826	19jxadb	81821033-7826	timeout	10.048	9.986	-1	19jxadb
s4308	5x5xm4du	81821033-4308	timeout	10.002	10.000	-1	5x5xm4du
s3178	4x2xda	81821033-3178	ok	0.040	0.040	14	4x2xda
s5131	7jxm8	81821033-5131	ok	0.006	0.006	12	7jxm8
s6961	13jxa	81821033-6961	timeout	10.003	10.002	-1	13jxa
s7635	17jxadi	81821033-7635	timeout	10.007	10.001	-1	17jxadi
s5870	9jr4db	81821033-5870	ok	0.002	0.002	32	9jr4db
s7067	13x2xde	81821033-7067	timeout	10.052	9.971	-1	13x2xde
s2903	4jm2de	81821033-2903	ok	0.024	0.024	4	4jm2de
s8255	23jxm8de	81821033-8255	timeout	10.002	9.999	-1	23jxm8de
s8011	21jm8	81821033-8011	timeout	10.004	10.002	-1	21jm8
s3964	5x2md2da	81821033-3964	ok	0.052	0.052	36	5x2md2da
s6879	12x2xr4di	81821033-6879	ok	1.779	1.778	288	12x2xr4di
s1635	2x15adi	81821033-1635	ok	8.259	8.254	451	2x15adi
s3255	4x2xkmd4di	81821033-3255	ok	0.011	0.011	0	4x2xkmd4di
s8652	28jdu	81821033-8652	timeout	10.079	10.010	-1	28jdu
s7484	15x2xm8db	81821033-7484	timeout	10.004	10.002	-1	15x2xm8db
s7183	14jxm4	81821033-7183	timeout	10.001	9.999	-1	14jxm4
s6626	11x2adb	81821033-6626	ok	0.385	0.385	221	11x2adb
s8516	26jxm2db	81821033-8516	timeout	10.008	10.000	-1	26jxm2db
s2028	3x3du	81821033-2028	ok	0.573	0.573	26	3x3du
s5134	7jxm8da	81821033-5134	ok	0.122	0.122	8	7jxm8da
s6299	10jxde	81821033-6299	ok	6.886	6.886	22	10jxde
s8154	22jxmd4du	81821033-8154	timeout	10.092	10.009	-1	22jxmd4du
s4735	6x3m4	81821033-4735	ok	0.009	0.009	160	6x3m4
s7281	14x2xm4di	81821033-7281	ok	0.994	0.987	404	14x2xm4di
s6116	9x2xm2db	81821033-6116	ok	0.063	0.062	142	9x2xm2db
s3298	4x3m4da	81821033-3298	ok	0.187	0.186	64	4x3m4da
s4828	6x4md2da	81821033-4828	timeout	10.002	10.000	-1	6x4md2da
s3006	4jxmd2du	81821033-3006	timeout	10.000	9.991	-1	4jxmd2du
s1762	3jm4da	81821033-1762	ok	0.000	0.000	4	3jm4da
s92	2jkm8db	81821033-92	timeout	9.997	9.997	-1	2jkm8db
s7721	18jmd4de	81821033-7721	timeout	10.058	9.979	-1	18jmd4de
s187	2x2km8	81821033-187	ok	0.000	0.000	0	2x2km8
s8561	27jr4de	81821033-8561	timeout	10.004	10.002	-1	27jr4de
s221	2x2xmd2de	81821033-221	ok	0.000	0.000	4	2x2xmd2de
s5765	8x3ade	81821033-5765	timeout	10.007	10.002	-1	8x3ade
s652	2x4xkmd2da	81821033-652	ok	0.012	0.012	0	2x4xkmd2da
s7797	19jm2di	81821033-7797	timeout	10.004	10.001	-1	19jm2di
s4475	6jkde	81821033-4475	ok	0.340	0.340	0	6jkde
s3641	4x6xmd4de	81821033-3641	timeout	10.043	9.971	-1	4x6xmd4de
s4773	6x3xm2di	81821033-4773	ok	0.290	0.286	130	6x3xm2di
s1606	2x14xm2da	81821033-1606	timeout	10.003	10.002	-1	2x14xm2da
s8478	26jmd2du	81821033-8478	timeout	10.007	10.002	-1	26jmd2du
s2750	3x9xr4db	81821033-2750	ok	3.636	3.634	357	3x9xr4db
s5871	9jr4di	81821033-5871	ok	0.019	0.019	24	9jr4di
s1255	2x11	81821033-1255	ok	0.064	0.064	244	2x11
s1705	2x15xmd2	81821033-1705	ok	0.336	0.336	489	2x15xmd2
s3246	4x2xkmd2du	81821033-3246	ok	0.036	0.036	0	4x2xkmd2du
s5747	8x2xm4de	81821033-5747	ok	0.839	0.839	116	8x2xm4de
s5352	7x3xm2du	81821033-5352	timeout	10.004	10.002	-1	7x3xm2du
s2505	3x7di	81821033-2505	ok	0.658	0.658	196	3x7di
s1222	2x10xm2da	81821033-1222	ok	3.868	3.866	172	2x10xm2da
s986	2x8md2db	81821033-986	ok	0.023	0.023	115	2x8md2db
s7787	19jde	81821033-7787	timeout	10.054	9.977	-1	19jde
s781	2x6r4	81821033-781	ok	0.001	0.001	68	2x6r4
s1342	2x11xm8da	81821033-1342	ok	3.427	3.426	244	2x11xm8da
s7425	15x2m4di	81821033-7425	timeout	10.008	10.002	-1	15x2m4di
s6131	9x2xm4de	81821033-6131	ok	1.920	1.914	148	9x2xm4de
s8661	28jm2di	81821033-8661	timeout	10.001	10.000	-1	28jm2di
s180	2x2km4du	81821033-180	ok	0.000	0.000	0	2x2km4du
s1756	3jmd2da	81821033-1756	ok	0.000	0.000	2	3jmd2da
s4565	6jxkade	81821033-4565	timeout	10.074	10.010	-1	6jxkade
s3663	4x7r4di	81821033-3663	ok	2.808	2.800	408	4x7r4di
s7825	19jxa	81821033-7825	timeout	10.002	9.999	-1	19jxa
s1073	2x9r4de	81821033-1073	ok	1.608	1.607	156	2x9r4de
s3772	5jmd2da	81821033-3772	ok	0.520	0.519	4	5jmd2da
s4491	6jkmd2di	81821033-4491	ok	0.051	0.051	0	6jkmd2di
s4147	5x4m2	81821033-4147	ok	0.036	0.036	186	5x4m2
s728	2x5xdb	81821033-728	ok	0.003	0.003	30	2x5xdb
s8326	24jxm2da	81821033-8326	timeout	10.012	10.005	-1	24jxm2da
s176	2x2km4db	81821033-176	ok	0.000	0.000	0	2x2km4db
s5441	7x4xr4de	81821033-5441	timeout	10.043	10.011	-1	7x4xr4de
s189	2x2km8di	81821033-189	ok	0.000	0.000	0	2x2km8di
s8395	25jm8	81821033-8395	timeout	10.100	10.023	-1	25jm8
s711	2x5md4di	81821033-711	ok	0.033	0.033	40	2x5md4di
s3133	4x2kr4	81821033-3133	ok	0.002	0.002	0	4x2kr4
s7075	13x2xm2	81821033-7075	ok	0.159	0.158	358	13x2xm2
s5005	7jr4	81821033-5005	ok	0.002	0.002	17	7jr4
s5657	8jxkmd4de	81821033-5657	timeout	10.009	10.002	-1	8jxkmd4de
s5546	8jkmd2db	81821033-5546	ok	0.019	0.019	0	8jkmd2db
s7004	13jxm8db	81821033-7004	timeout	10.003	9.999	-1	13jxm8db
s7398	15x2adu	81821033-7398	timeout	10.003	10.002	-1	15x2adu
s6	2jadu	81821033-6	ok	0.000	0.000	1	2jadu
s5517	8jm8di	81821033-5517	ok	0.056	0.056	20	8jm8di
s253	2x2xkr4	81821033-253	ok	0.000	0.000	0	2x2xkr4
s7236	14x2m4du	81821033-7236	timeout	10.039	9.980	-1	14x2m4du
s5087	7jkm8de	81821033-5087	ok	1.508	1.497	0	7jkm8de
s630	2x4xkadu	81821033-630	ok	0.124	0.123	0	2x4xkadu
s2569	3x7xmd2	81821033-2569	ok	0.436	0.425	190	3x7xmd2
s8724	28jxm4du	81821033-8724	timeout	10.000	9.994	-1	28jxm4du
s2143	3x3xm4	81821033-2143	ok	0.001	0.001	28	3x3xm4
s2386	3x5xm4da	81821033-2386	ok	0.178	0.177	88	3x5xm4da
s3869	5jxmd2de	81821033-3869	ok	0.020	0.020	4	5jxmd2de
s7471	15x2xm4	81821033-7471	ok	0.170	0.170	520	15x2xm4
s1737	3jdi	81821033-1737	ok	0.000	0.000	2	3jdi
s2025	3x3di	81821033-2025	ok	0.002	0.002	28	3x3di
s4031	5x2xm8de	81821033-4031	ok	0.036	0.036	32	5x2xm8de
s7150	14jm8da	81821033-7150	timeout	10.004	10.002	-1	14jm8da
s4377	5x6xdi	81821033-4377	timeout	10.003	10.002	-1	5x6xdi
s6447	10x3r4di	81821033-6447	ok	2.865	2.865	484	10x3r4di
s8183	23jm2de	81821033-8183	timeout	10.007	10.002	-1	23jm2de
s8440	25jxmd4da	81821033-8440	timeout	10.059	9.986	-1	25jxmd4da
s5469	7x4xm8di	81821033-5469	ok	1.429	1.421	380	7x4xm8di
s4775	6x3xm2de	81821033-4775	ok	8.315	8.314	126	6x3xm2de
s7299	15jadi	81821033-7299	timeout	10.004	10.000	-1	15jadi
s6713	11x2xmd4de	81821033-6713	timeout	10.004	9.998	-1	11x2xmd4de
s1481	2x13md4de	81821033-1481	timeout	10.083	10.000	-1	2x13md4de
s114	2x2r4du	81821033-114	ok	0.000	0.000	4	2x2r4du
s4795	6x3xm8	81821033-4795	ok	0.006	0.006	160	6x3xm8
s2013	3x2xkm8di	81821033-2013	ok	0.088	0.087	0	3x2xkm8di
s7506	16jr4du	81821033-7506	timeout	10.004	10.003	-1	16jr4du
s3880	5jxmd4da	81821033-3880	ok	0.189	0.188	4	5jxmd4da
s8179	23jm2	81821033-8179	timeout	10.004	10.003	-1	23jm2
s8501	26jxade	81821033-8501	timeout	10.008	10.001	-1	26jxade
s3239	4x2xkm2de	81821033-3239	ok	0.151	0.151	0	4x2xkm2de
s7468	15x2xmd2da	81821033-7468	timeout	10.004	10.003	-1	15x2xmd2da
s5730	8x2xr4du	81821033-5730	timeout	10.064	9.988	-1	8x2xr4du
s192	2x2km8du	81821033-192	ok	0.000	0.000	0	2x2km8du
s6196	9x3xada	81821033-6196	timeout	10.004	10.002	-1	9x3xada
s2296	3x4xmd4da	81821033-2296	ok	0.211	0.207	48	3x4xmd4da
s3640	4x6xmd4da	81821033-3640	timeout	10.005	10.000	-1	4x6xmd4da
s780	2x6du	81821033-780	ok	0.306	0.306	56	2x6du
s5804	8x3m8db	81821033-5804	ok	0.084	0.084	304	8x3m8db
s4957	6x5xr4	81821033-4957	timeout	10.004	10.003	-1	6x5xr4
s71	2jkm2de	81821033-71	timeout	10.008	10.006	-1	2jkm2de
s3885	5jxm8di	81821033-3885	ok	0.005	0.005	4	5jxm8di
s8968	31jmd4da	81821033-8968	timeout	10.040	9.975	-1	31jmd4da
s4216	5x4xmd4da	81821033-4216	ok	1.388	1.386	162	5x4xmd4da
s4336	5x6r4da	81821033-4336	timeout	10.001	9.995	-1	5x6r4da
s906	2x7md4du	81821033-906	ok	0.263	0.262	88	2x7md4du
s4039	5x3	81821033-4039	ok	0.007	0.007	96	5x3
s3461	4x5ade	81821033-3461	timeout	10.003	10.001	-1	4x5ade
s476	2x3xkm8db	81821033-476	ok	0.015	0.015	0	2x3xkm8db
s5400	7x4m2du	81821033-5400	timeout	10.108	10.035	-1	7x4m2du
s1670	2x15md4db	81821033-1670	ok	0.669	0.668	502	2x15md4db
s5596	8jxmd2da	81821033-5596	ok	0.282	0.282	13	8jxmd2da
s5593	8jxmd2	81821033-5593	ok	0.171	0.171	15	8jxmd2
s2176	3x3xkr4da	81821033-2176	ok	0.007	0.007	0	3x3xkr4da
s320	2x3m4db	81821033-320	ok	0.004	0.004	12	2x3m4db
s7061	13x2xade	81821033-7061	timeout	10.004	10.002	-1	13x2xade
s909	2x7m8di	81821033-909	ok	0.097	0.097	92	2x7m8di
s4650	6x2md4du	81821033-4650	ok	0.237	0.236	62	6x2md4du
s4654	6x2m8da	81821033-4654	ok	0.101	0.100	64	6x2m8da
s57	2jkdi	81821033-57	timeout	10.006	9.999	-1	2jkdi
s7818	19jmd4du	81821033-7818	timeout	10.076	10.001	-1	19jmd4du
s8315	24jxde	81821033-8315	timeout	10.004	10.002	-1	24jxde
s3303	4x3md4di	81821033-3303	ok	0.043	0.043	52	4x3md4di
s5745	8x2xm4di	81821033-5745	ok	0.133	0.133	104	8x2xm4di
s999	2x8md4di	81821033-999	ok	0.024	0.023	118	2x8md4di
s443	2x3xkde	81821033-443	ok	0.015	0.015	0	2x3xkde
s1789	3jkr4	81821033-1789	ok	0.000	0.000	0	3jkr4
s5085	7jkm8di	81821033-5085	ok	0.031	0.030	0	7jkm8di
s8288	24jm4db	81821033-8288	timeout	10.003	10.000	-1	24jm4db
s5170	7jxkm4da	81821033-5170	ok	6.257	6.256	0	7jxkm4da
s3864	5jxm2du	81821033-3864	ok	0.023	0.023	4	5jxm2du
s8441	25jxmd4de	81821033-8441	timeout	10.008	10.001	-1	25jxmd4de
s2283	3x4xmd2di	81821033-2283	ok	0.016	0.016	47	3x4xmd2di
s2089	3x3kmd2	81821033-2089	ok	0.003	0.002	0	3x3kmd2
s2541	3x7m8di	81821033-2541	ok	0.091	0.091	212	3x7m8di
s1468	2x13md2da	81821033-1468	timeout	10.052	9.975	-1	2x13md2da
s6780	12jxdu	81821033-6780	timeout	10.004	10.003	-1	12jxdu
s3615	4x6xr4di	81821033-3615	ok	1.465	1.457	260	4x6xr4di
s6904	12x2xmd4da	81821033-6904	ok	5.510	5.505	280	12x2xmd4da
s1563	2x14md2di	81821033-1563	ok	2.899	2.896	415	2x14md2di
s6997	13jxmd4	81821033-6997	timeout	10.004	10.003	-1	13jxmd4
s1722	2x15xmd4du	81821033-1722	timeout	10.004	10.003	-1	2x15xmd4du
s2158	3x3xm8da	81821033-2158	ok	0.011	0.011	24	3x3xm8da
s5129	7jxmd4de	81821033-5129	ok	0.028	0.028	8	7jxmd4de
s6642	11x2r4du	81821033-6642	timeout	10.039	9.966	-1	11x2r4du
s7394	15x2adb	81821033-7394	ok	5.042	5.040	452	15x2adb
s3852	5jxdu	81821033-3852	ok	0.006	0.006	4	5jxdu
s3866	5jxmd2db	81821033-3866	ok	0.001	0.001	5	5jxmd2db
s577	2x4xa	81821033-577	ok	0.001	0.001	18	2x4xa
s144	2x2m8du	81821033-144	crash	0.000	0.000	-1	2x2m8du
s5986	9jxm4da	81821033-5986	ok	0.501	0.501	14	9jxm4da
s1356	2x12du	81821033-1356	timeout	10.005	9.999	-1	2x12du
s7285	14x2xmd4	81821033-7285	ok	1.180	1.179	438	14x2xmd4
s7866	19jxmd4du	81821033-7866	timeout	10.004	10.002	-1	19jxmd4du
s7156	14jxada	81821033-7156	timeout	10.060	9.989	-1	14jxada
s4958	6x5xr4db	81821033-4958	ok	0.804	0.799	432	6x5xr4db
s5935	9jkm4	81821033-5935	ok	0.037	0.037	0	9jkm4
s26	2jmd2db	81821033-26	ok	0.000	0.000	2	2jmd2db
s1707	2x15xmd2di	81821033-1707	timeout	10.004	10.003	-1	2x15xmd2di
s1926	3x2xadu	81821033-1926	ok	0.024	0.024	5	3x2xadu
s3755	5jde	81821033-3755	ok	0.001	0.001	6	5jde
s8765	29jmd2de	81821033-8765	timeout	10.008	10.003	-1	29jmd2de
s8837	30jade	81821033-8837	timeout	10.004	10.001	-1	30jade
s6552	11jm2du	81821033-6552	ok	0.697	0.696	31	11jm2du
s4880	6x4xm4db	81821033-4880	ok	0.181	0.181	256	6x4xm4db
s5274	7x2xmd4du	81821033-5274	timeout	10.075	9.995	-1	7x2xmd4du
s6454	10x3m2da	81821033-6454	timeout	10.002	9.998	-1	10x3m2da
s5027	7jm4de	81821033-5027	ok	0.023	0.022	12	7jm4de
s1800	3jkm2du	81821033-1800	ok	0.000	0.000	0	3jkm2du
s7028	13x2m2db	81821033-7028	ok	0.481	0.481	354	13x2m2db
s1733	3jade	81821033-1733	ok	0.000	0.000	2	3jade
s1271	2x11m2de	81821033-1271	timeout	10.004	9.999	-1	2x11m2de
s4564	6jxkada	81821033-4564	ok	8.497	8.437	0	6jxkada
s4217	5x4xmd4de	81821033-4217	ok	9.870	9.867	162	5x4xmd4de
s2069	3x3kade	81821033-2069	ok	5.062	5.060	0	3x3kade
s3584	4x6m4db	81821033-3584	ok	0.194	0.194	272	4x6m4db
s1506	2x13xr4du	81821033-1506	timeout	10.003	10.001	-1	2x13xr4du
s816	2x6m8du	81821033-816	ok	0.220	0.220	60	2x6m8du
s3264	4x2xkm8du	81821033-3264	ok	0.133	0.133	0	4x2xkm8du
s5710	8x2m8da	81821033-5710	ok	0.446	0.446	128	8x2m8da
s505	2x4md2	81821033-505	ok	0.000	0.000	24	2x4md2
s636	2x4xkdu	81821033-636	ok	0.154	0.154	0	2x4xkdu
s352	2x3kr4da	81821033-352	ok	0.271	0.271	0	2x3kr4da
s4628	6x2m2db	81821033-4628	ok	0.006	0.006	60	6x2m2db
s5531	8jkde	81821033-5531	ok	2.708	2.708	0	8jkde
s4423	6j	81821033-4423	ok	0.000	0.000	10	6j
s687	2x5r4di	81821033-687	ok	0.024	0.024	40	2x5r4di
s292	2x3ada	81821033-292	ok	2.810	2.809	9	2x3ada
s8621	27jxmd2de	81821033-8621	timeout	10.054	9.981	-1	27jxmd2de
s5306	7x3md2db	81821033-5306	ok	0.162	0.162	194	7x3md2db
s7843	19jxm2	81821033-7843	timeout	10.002	10.001	-1	19jxm2
s8650	28jda	81821033-8650	timeout	10.000	9.999	-1	28jda
s8132	22jxm2db	81821033-8132	timeout	10.005	9.997	-1	22jxm2db
s694	2x5m2da	81821033-694	ok	0.104	0.104	38	2x5m2da
s5369	7x3xmd4de	81821033-5369	ok	6.192	6.150	190	7x3xmd4de
s897	2x7m4di	81821033-897	ok	0.012	0.012	84	2x7m4di
s8989	31jxr4	81821033-8989	timeout	10.008	10.003	-1	31jxr4
s7380	15jxm4du	81821033-7380	timeout	10.004	10.003	-1	15jxm4du
s1316	2x11xm2db	81821033-1316	ok	0.250	0.249	220	2x11xm2db
s1066	2x9da	81821033-1066	ok	1.084	1.084	148	2x9da
s158	2x2kr4db	81821033-158	ok	0.000	0.000	0	2x2kr4db
s7277	14x2xmd2de	81821033-7277	timeout	10.011	10.002	-1	14x2xmd2de
s3387	4x4md2di	81821033-3387	ok	0.074	0.073	103	4x4md2di
s8169	23jdi	81821033-8169	timeout	10.049	9.987	-1	23jdi
s1285	2x11md4	81821033-1285	ok	0.036	0.036	256	2x11md4
s628	2x4xkada	81821033-628	ok	0.031	0.031	0	2x4xkada
s4148	5x4m2db	81821033-4148	ok	0.098	0.098	170	5x4m2db
s3043	4jxkm2	81821033-3043	ok	0.001	0.001	0	4jxkm2
s317	2x3md2de	81821033-317	ok	0.005	0.005	10	2x3md2de
s7356	15jxdu	81821033-7356	timeout	10.002	10.000	-1	15jxdu
s5772	8x3du	81821033-5772	timeout	10.003	10.001	-1	8x3du
s7953	20jxm4di	81821033-7953	timeout	10.006	10.000	-1	20jxm4di
s4471	6jk	81821033-4471	ok	0.000	0.000	0	6jk
s5226	7x2md4du	81821033-5226	ok	0.739	0.739	84	7x2md4du
s7463	15x2xm2de	81821033-7463	timeout	10.072	9.999	-1	15x2xm2de
s3557	4x6ade	81821033-3557	timeout	10.004	10.002	-1	4x6ade
s1211	2x10xde	81821033-1211	timeout	10.003	9.998	-1	2x10xde
s8885	30jxade	81821033-8885	timeout	10.016	10.003	-1	30jxade
s5993	9jxmd4de	81821033-5993	ok	0.104	0.101	21	9jxmd4de
s4702	6x2xm8da	81821033-4702	ok	0.048	0.047	60	6x2xm8da
s61	2jkr4	81821033-61	timeout	10.024	9.980	-1	2jkr4
s6682	11x2xda	81821033-6682	ok	6.623	6.590	212	11x2xda
s8213	23jxade	81821033-8213	timeout	10.004	10.002	-1	23jxade
s84	2jkm4du	81821033-84	timeout	10.008	10.002	-1	2jkm4du
s7523	16jm4de	81821033-7523	timeout	10.052	10.005	-1	16jm4de
s4984	6x5xmd4da	81821033-4984	timeout	10.008	9.994	-1	6x5xmd4da
s4161	5x4m4di	81821033-4161	ok	0.189	0.188	184	5x4m4di
s4605	6jxkm8di	81821033-4605	ok	0.428	0.428	0	6jxkm8di
s2979	4jxadi	81821033-2979	ok	0.009	0.009	3	4jxadi
s7146	14jmd4du	81821033-7146	timeout	10.024	10.000	-1	14jmd4du
s3559	4x6	81821033-3559	ok	0.100	0.099	292	4x6
s4030	5x2xm8da	81821033-4030	ok	0.038	0.038	36	5x2xm8da
s3082	4x2da	81821033-3082	ok	0.006	0.006	22	4x2da
s8951	31jm2de	81821033-8951	timeout	10.012	10.005	-1	31jm2de
s742	2x5xm2da	81821033-742	ok	0.012	0.012	26	2x5xm2da
s5034	7jmd4du	81821033-5034	ok	0.028	0.028	16	7jmd4du
s8426	25jxmd2db	81821033-8426	timeout	10.024	9.999	-1	25jxmd2db
s2293	3x4xmd4	81821033-2293	ok	0.002	0.002	58	3x4xmd4
s8275	24jm2	81821033-8275	timeout	10.013	9.997	-1	24jm2
s9021	31jxm8di	81821033-9021	timeout	10.027	9.966	-1	31jxm8di
s7884	20jdu	81821033-7884	timeout	10.004	9.997	-1	20jdu
s2760	3x9xm2du	81821033-2760	timeout	10.002	9.999	-1	3x9xm2du
s2052	3x3m4du	81821033-2052	ok	0.704	0.704	36	3x3m4du
s2613	3x8m2di	81821033-2613	ok	1.628	1.627	278	3x8m2di
s4527	6jxr4di	81821033-4527	ok	0.034	0.034	8	6jxr4di
s4678	6x2xm2da	81821033-4678	ok	0.114	0.114	50	6x2xm2da
s4214	5x4xmd4db	81821033-4214	ok	0.091	0.091	168	5x4xmd4db
s5214	7x2md2du	81821033-5214	ok	2.397	2.395	78	7x2md2du
s8780	29jm8db	81821033-8780	timeout	10.020	10.004	-1	29jm8db
s7971	21jadi	81821033-7971	timeout	10.064	10.012	-1	21jadi
s8925	30jxm8di	81821033-8925	timeout	10.003	10.002	-1	30jxm8di
s589	2x4xr4	81821033-589	ok	0.000	0.000	20	2x4xr4
s7496	16jdb	81821033-7496	timeout	10.002	9.995	-1	16jdb
s5322	7x3md4du	81821033-5322	timeout	10.044	10.005	-1	7x3md4du
s8643	28jadi	81821033-8643	timeout	10.036	9.999	-1	28jadi
s2961	4jkm4di	81821033-2961	ok	0.005	0.005	0	4jkm4di
s7090	13x2xm4da	81821033-7090	timeout	10.003	10.002	-1	13x2xm4da
s4395	5x6xmd2di	81821033-4395	timeout	10.008	10.001	-1	5x6xmd2di
s6117	9x2xm2di	81821033-6117	ok	0.207	0.207	132	9x2xm2di
s8163	23jadi	81821033-8163	timeout	10.048	9.973	-1	23jadi
s4270	5x5m8da	81821033-4270	timeout	10.003	10.001	-1	5x5m8da
s7027	13x2m2	81821033-7027	ok	0.180	0.180	368	13x2m2
s7952	20jxm4db	81821033-7952	timeout	10.004	10.002	-1	20jxm4db
s3073	4x2a	81821033-3073	ok	0.001	0.001	22	4x2a
s5897	9jmd4de	81821033-5897	ok	0.113	0.113	24	9jmd4de
s6901	12x2xmd4	81821033-6901	ok	0.945	0.945	304	12x2xmd4
s7304	15jdb	81821033-7304	timeout	10.005	9.998	-1	15jdb
s5112	7jxm2du	81821033-5112	ok	0.041	0.041	6	7jxm2du
s4139	5x4de	81821033-4139	ok	4.326	4.322	174	5x4de
s7918	20jm8da	81821033-7918	timeout	10.056	9.970	-1	20jm8da
s2946	4jkr4du	81821033-2946	ok	0.033	0.033	0	4jkr4du
s1621	2x14xmd4	81821033-1621	ok	0.158	0.157	440	2x14xmd4
s8658	28jr4du	81821033-8658	timeout	10.004	10.003	-1	28jr4du
s1978	3x2xkda	81821033-1978	ok	0.180	0.180	0	3x2xkda
s3494	4x5md4db	81821033-3494	ok	0.049	0.049	186	4x5md4db
s5432	7x4xdb	81821033-5432	ok	1.506	1.506	362	7x4xdb
s5914	9jkda	81821033-5914	ok	0.111	0.111	0	9jkda
s4919	6x5m2de	81821033-4919	timeout	10.000	9.997	-1	6x5m2de
s1627	2x14xm8	81821033-1627	ok	3.360	3.358	460	2x14xm8
s328	2x3md4da	81821033-328	ok	0.148	0.148	12	2x3md4da
s2403	3x6adi	81821033-2403	ok	0.561	0.561	127	3x6adi
s8467	26jm2	81821033-8467	timeout	10.076	10.010	-1	26jm2
s8710	28jxm2da	81821033-8710	timeout	10.001	9.998	-1	28jxm2da
s3483	4x5md2di	81821033-3483	ok	0.661	0.661	167	4x5md2di
s3648	4x6xm8du	81821033-3648	timeout	10.010	10.002	-1	4x6xm8du
s7895	20jm2de	81821033-7895	timeout	10.002	10.001	-1	20jm2de
s7997	21jmd2de	81821033-7997	timeout	10.072	10.006	-1	21jmd2de
s3774	5jmd2du	81821033-3774	ok	0.002	0.002	6	5jmd2du
s3797	5jkade	81821033-3797	ok	0.053	0.052	0	5jkade
s142	2x2m8da	81821033-142	ok	0.000	0.000	8	2x2m8da
s8064	21jxm8du	81821033-8064	timeout	10.002	10.001	-1	21jxm8du
