# key	spec	seed	verdict	wall	cpu	clues	echo
s355	2x3km2	81821033-355	ok	0.003	0.000	0	2x3km2
s4201	5x4xmd2	81821033-4201	ok	0.243	0.243	170	5x4xmd2
s6183	9x3md4di	81821033-6183	ok	6.769	6.631	376	9x3md4di
s7955	20jxm4de	81821033-7955	timeout	10.001	9.989	-1	20jxm4de
s13	2jr4	81821033-13	crash	0.000	0.000	-1	2jr4
s2675	3x8xm4de	81821033-2675	timeout	10.031	9.999	-1	3x8xm4de
s4355	5x6m4de	81821033-4355	timeout	10.025	9.993	-1	5x6m4de
s203	2x2xde	81821033-203	ok	0.000	0.000	4	2x2xde
s2737	3x9xa	81821033-2737	ok	0.721	0.721	324	3x9xa
s6581	11jxade	81821033-6581	ok	5.712	5.710	29	11jxade
s6502	10x3xm2da	81821033-6502	timeout	10.113	10.011	-1	10x3xm2da
s2837	3x10xade	81821033-2837	timeout	10.019	10.002	-1	3x10xade
s5428	7x4xada	81821033-5428	timeout	10.014	9.997	-1	7x4xada
s4575	6jxkr4di	81821033-4575	ok	1.586	1.584	0	6jxkr4di
s2008	3x2xkmd4da	81821033-2008	ok	0.036	0.036	0	3x2xkmd4da
s1770	3jmd4du	81821033-1770	ok	0.000	0.000	2	3jmd4du
s6412	10x2xmd2da	81821033-6412	ok	2.667	2.665	172	10x2xmd2da
s7089	13x2xm4di	81821033-7089	ok	0.939	0.938	348	13x2xm4di
s6480	10x3m8du	81821033-6480	timeout	10.015	9.993	-1	10x3m8du
s6410	10x2xmd2db	81821033-6410	ok	0.155	0.155	181	10x2xmd2db
s8796	29jxdu	81821033-8796	timeout	10.092	9.976	-1	29jxdu
s6620	11jxm8db	81821033-6620	ok	6.960	6.953	36	11jxm8db
s508	2x4md2da	81821033-508	ok	0.224	0.223	23	2x4md2da
s1516	2x13xmd2da	81821033-1516	timeout	10.005	10.000	-1	2x13xmd2da
s5893	9jmd4	81821033-5893	ok	0.001	0.001	24	9jmd4
s5846	8x3xmd4db	81821033-5846	ok	0.433	0.432	262	8x3xmd4db
s2628	3x8m4du	81821033-2628	timeout	10.004	10.000	-1	3x8m4du
s5440	7x4xr4da	81821033-5440	timeout	10.128	10.007	-1	7x4xr4da
s1680	2x15m8du	81821033-1680	timeout	10.004	10.002	-1	2x15m8du
s169	2x2kmd2	81821033-169	ok	0.000	0.000	0	2x2kmd2
s5458	7x4xm4da	81821033-5458	timeout	10.001	9.994	-1	7x4xm4da
s6078	9x2md2du	81821033-6078	timeout	10.004	10.001	-1	9x2md2du
s6320	10jxm4db	81821033-6320	ok	0.339	0.339	32	10jxm4db
s5273	7x2xmd4de	81821033-5273	ok	0.228	0.228	74	7x2xmd4de
s7921	20jxa	81821033-7921	timeout	10.096	9.994	-1	20jxa
s3579	4x6md2di	81821033-3579	ok	1.917	1.916	266	4x6md2di
s1322	2x11xmd2db	81821033-1322	ok	0.255	0.255	229	2x11xmd2db
s7746	18jxr4du	81821033-7746	timeout	10.003	9.998	-1	18jxr4du
s8051	21jxm4de	81821033-8051	timeout	10.003	9.999	-1	21jxm4de
s6073	9x2md2	81821033-6073	ok	0.075	0.075	154	9x2md2
s2850	3x10xr4du	81821033-2850	timeout	10.084	9.990	-1	3x10xr4du
s6680	11x2xdb	81821033-6680	ok	0.284	0.280	220	11x2xdb
s5444	7x4xm2db	81821033-5444	timeout	10.003	9.996	-1	7x4xm2db
s4346	5x6md2db	81821033-4346	timeout	10.004	9.997	-1	5x6md2db
s3176	4x2xdb	81821033-3176	ok	0.001	0.001	20	4x2xdb
s3870	5jxmd2du	81821033-3870	ok	0.011	0.011	4	5jxmd2du
s4701	6x2xm8di	81821033-4701	ok	0.024	0.024	56	6x2xm8di
s4863	6x4xr4di	81821033-4863	ok	2.488	2.450	264	6x4xr4di
s2535	3x7md4di	81821033-2535	ok	0.307	0.306	206	3x7md4di
s6798	12jxmd2du	81821033-6798	timeout	10.000	9.999	-1	12jxmd2du
s539	2x4kde	81821033-539	ok	0.410	0.410	0	2x4kde
s2694	3x9adu	81821033-2694	timeout	10.012	10.005	-1	3x9adu
s1903	3x2km4	81821033-1903	ok	0.001	0.001	0	3x2km4
s289	2x3a	81821033-289	ok	0.000	0.000	10	2x3a
s8763	29jmd2di	81821033-8763	timeout	10.003	10.001	-1	29jmd2di
s3728	4x7xm4db	81821033-3728	ok	1.023	1.023	372	4x7xm4db
s3913	5jxkmd2	81821033-3913	ok	0.002	0.002	0	5jxkmd2
s5314	7x3m4da	81821033-5314	ok	2.129	2.128	206	7x3m4da
s8511	26jxr4di	81821033-8511	timeout	10.083	9.986	-1	26jxr4di
s5389	7x4r4	81821033-5389	ok	0.703	0.696	416	7x4r4
s4719	6x3r4di	81821033-4719	ok	0.070	0.070	148	6x3r4di
s983	2x8m2de	81821033-983	ok	1.641	1.562	110	2x8m2de
s7727	18jm8de	81821033-7727	timeout	10.001	9.999	-1	18jm8de
s7401	15x2di	81821033-7401	ok	4.530	4.529	476	15x2di
s3031	4jxk	81821033-3031	ok	0.001	0.000	0	4jxk
s629	2x4xkade	81821033-629	ok	0.281	0.281	0	2x4xkade
s4087	5x3x	81821033-4087	ok	0.008	0.008	88	5x3x
s5856	8x3xm8du	81821033-5856	timeout	10.126	9.966	-1	8x3xm8du
s3327	4x3xr4di	81821033-3327	ok	0.009	0.008	48	4x3xr4di
s3654	4x7adu	81821033-3654	timeout	10.005	10.000	-1	4x7adu
s6566	11jmd4db	81821033-6566	ok	0.186	0.186	36	11jmd4db
s7130	14jmd2db	81821033-7130	ok	2.809	2.785	62	14jmd2db
s7633	17jxa	81821033-7633	timeout	10.004	10.001	-1	17jxa
s4524	6jxdu	81821033-4524	ok	0.006	0.006	6	6jxdu
s7999	21jm4	81821033-7999	timeout	10.003	10.000	-1	21jm4
s6991	13jxm4	81821033-6991	timeout	10.005	9.998	-1	13jxm4
s5639	8jxkm2de	81821033-5639	timeout	10.093	9.995	-1	8jxkm2de
s4633	6x2md2	81821033-4633	ok	0.002	0.002	58	6x2md2
s3225	4x2xkdi	81821033-3225	ok	0.003	0.003	0	4x2xkdi
s2384	3x5xm4db	81821033-2384	ok	0.012	0.012	86	3x5xm4db
s1721	2x15xmd4de	81821033-1721	timeout	10.001	10.000	-1	2x15xmd4de
s7199	14jxm8de	81821033-7199	timeout	10.052	10.008	-1	14jxm8de
s2073	3x3kdi	81821033-2073	ok	0.027	0.027	0	3x3kdi
s4619	6x2de	81821033-4619	ok	0.049	0.049	56	6x2de
s7352	15jxdb	81821033-7352	timeout	10.004	9.996	-1	15jxdb
s1168	2x10r4da	81821033-1168	ok	0.557	0.556	196	2x10r4da
s6841	12x2md2	81821033-6841	ok	0.088	0.088	297	12x2md2
s8932	31jada	81821033-8932	timeout	10.022	9.979	-1	31jada
s2759	3x9xm2de	81821033-2759	timeout	10.004	10.001	-1	3x9xm2de
s8482	26jm4da	81821033-8482	timeout	10.059	9.987	-1	26jm4da
s4841	6x4md4de	81821033-4841	timeout	10.042	10.005	-1	6x4md4de
s8538	26jxmd4du	81821033-8538	timeout	10.012	9.983	-1	26jxmd4du
s7917	20jm8di	81821033-7917	timeout	10.004	10.001	-1	20jm8di
s2442	3x6md4du	81821033-2442	timeout	10.004	10.000	-1	3x6md4du
s2066	3x3kadb	81821033-2066	ok	0.006	0.006	0	3x3kadb
s2112	3x3km8du	81821033-2112	ok	0.284	0.284	0	3x3km8du
s4607	6jxkm8de	81821033-4607	ok	1.221	1.221	0	6jxkm8de
s4396	5x6xmd2da	81821033-4396	timeout	10.060	9.972	-1	5x6xmd2da
s2591	3x7xm8de	81821033-2591	timeout	10.032	10.004	-1	3x7xm8de
s6099	9x2xadi	81821033-6099	ok	0.291	0.291	127	9x2xadi
s8250	23jxmd4du	81821033-8250	timeout	10.004	10.002	-1	23jxmd4du
s7234	14x2m4da	81821033-7234	timeout	10.004	10.002	-1	14x2m4da
s7037	13x2md2de	81821033-7037	timeout	10.076	10.001	-1	13x2md2de
s138	2x2md4du	81821033-138	ok	0.000	0.000	6	2x2md4du
s7169	14jxr4de	81821033-7169	timeout	10.028	9.993	-1	14jxr4de
s7591	17j	81821033-7591	timeout	10.004	10.002	-1	17j
s7289	14x2xmd4de	81821033-7289	timeout	10.004	10.003	-1	14x2xmd4de
s9004	31jxmd2da	81821033-9004	timeout	10.135	9.968	-1	31jxmd2da
s3417	4x4xdi	81821033-3417	ok	0.167	0.163	92	4x4xdi
s3322	4x3xda	81821033-3322	ok	0.053	0.053	46	4x3xda
s5066	7jkmd2db	81821033-5066	ok	0.003	0.003	0	7jkmd2db
s5801	8x3md4de	81821033-5801	timeout	10.024	9.999	-1	8x3md4de
s5293	7x3r4	81821033-5293	ok	0.076	0.076	220	7x3r4
s588	2x4xdu	81821033-588	ok	0.060	0.060	14	2x4xdu
s4683	6x2xmd2di	81821033-4683	ok	0.017	0.017	45	6x2xmd2di
s365	2x3kmd2de	81821033-365	ok	0.662	0.661	0	2x3kmd2de
s1524	2x13xm4du	81821033-1524	timeout	10.004	10.002	-1	2x13xm4du
s3493	4x5md4	81821033-3493	ok	0.018	0.018	198	4x5md4
s4884	6x4xm4du	81821033-4884	timeout	10.004	9.997	-1	6x4xm4du
s4294	5x5xm2da	81821033-4294	timeout	10.080	9.990	-1	5x5xm2da
s3194	4x2xmd2db	81821033-3194	ok	0.002	0.002	19	4x2xmd2db
s5063	7jkm2de	81821033-5063	ok	2.417	2.417	0	7jkm2de
s965	2x8ade	81821033-965	ok	0.978	0.970	102	2x8ade
s5602	8jxm4da	81821033-5602	ok	1.294	1.294	16	8jxm4da
s2520	3x7m2du	81821033-2520	timeout	10.023	9.999	-1	3x7m2du
s1435	2x12xm8	81821033-1435	ok	0.802	0.797	332	2x12xm8
s7522	16jm4da	81821033-7522	timeout	10.001	9.997	-1	16jm4da
s8761	29jmd2	81821033-8761	timeout	10.004	10.003	-1	29jmd2
s7509	16jm2di	81821033-7509	timeout	10.032	10.006	-1	16jm2di
s6761	12jmd4de	81821033-6761	timeout	10.077	9.994	-1	12jmd4de
s2939	4jkde	81821033-2939	ok	0.008	0.008	0	4jkde
s3709	4x7xr4	81821033-3709	ok	2.195	2.195	412	4x7xr4
s5418	7x4md4du	81821033-5418	timeout	10.004	10.002	-1	7x4md4du
s951	2x7xmd4di	81821033-951	ok	0.064	0.064	78	2x7xmd4di
s6592	11jxr4da	81821033-6592	ok	5.252	5.243	40	11jxr4da
s4746	6x3md4du	81821033-4746	ok	7.879	7.878	144	6x3md4du
s467	2x3xkm4de	81821033-467	ok	0.071	0.071	0	2x3xkm4de
s7176	14jxm2du	81821033-7176	timeout	10.079	9.997	-1	14jxm2du
s8238	23jxmd2du	81821033-8238	timeout	10.003	10.002	-1	23jxmd2du
s3575	4x6m2de	81821033-3575	timeout	10.016	10.003	-1	4x6m2de
s1269	2x11m2di	81821033-1269	ok	0.657	0.653	242	2x11m2di
s6846	12x2md2du	81821033-6846	timeout	10.005	10.003	-1	12x2md2du
s6221	9x3xmd2de	81821033-6221	timeout	10.068	9.988	-1	9x3xmd2de
s1227	2x10xmd2di	81821033-1227	ok	0.335	0.334	176	2x10xmd2di
s6554	11jmd2db	81821033-6554	ok	0.244	0.241	39	11jmd2db
s4685	6x2xmd2de	81821033-4685	ok	0.140	0.139	48	6x2xmd2de
s4078	5x3m8da	81821033-4078	ok	0.445	0.440	108	5x3m8da
s6242	10jadb	81821033-6242	ok	0.020	0.020	24	10jadb
s4561	6jxka	81821033-4561	ok	0.013	0.013	0	6jxka
s7426	15x2m4da	81821033-7426	timeout	10.008	10.002	-1	15x2m4da
s8958	31jmd2du	81821033-8958	timeout	10.038	9.997	-1	31jmd2du
s4956	6x5xdu	81821033-4956	timeout	10.004	10.002	-1	6x5xdu
s5501	8jmd2de	81821033-5501	ok	0.029	0.029	18	8jmd2de
s670	2x4xkm8da	81821033-670	ok	0.026	0.026	0	2x4xkm8da
s8385	25jm4di	81821033-8385	timeout	10.074	9.977	-1	25jm4di
s7620	17jm4du	81821033-7620	timeout	10.003	10.002	-1	17jm4du
s4493	6jkmd2de	81821033-4493	ok	1.879	1.865	0	6jkmd2de
s1119	2x9xr4di	81821033-1119	ok	0.234	0.234	144	2x9xr4di
s895	2x7m4	81821033-895	ok	0.003	0.002	96	2x7m4
s247	2x2xk	81821033-247	ok	0.000	0.000	0	2x2xk
s6262	10jm2da	81821033-6262	ok	0.074	0.074	24	10jm2da
s4548	6jxm4du	81821033-4548	ok	0.031	0.031	8	6jxm4du
s5001	7jdi	81821033-5001	ok	0.001	0.001	12	7jdi
s5280	7x2xm8du	81821033-5280	timeout	10.008	10.001	-1	7x2xm8du
s7229	14x2md2de	81821033-7229	timeout	10.004	10.000	-1	14x2md2de
s731	2x5xde	81821033-731	ok	0.051	0.051	32	2x5xde
s5461	7x4xmd4	81821033-5461	ok	0.178	0.178	414	7x4xmd4
s4027	5x2xm8	81821033-4027	ok	0.001	0.000	44	5x2xm8
s6163	9x3m2	81821033-6163	ok	4.098	4.093	373	9x3m2
s249	2x2xkdi	81821033-249	ok	0.000	0.000	0	2x2xkdi
s6173	9x3md2de	81821033-6173	timeout	10.048	9.994	-1	9x3md2de
s926	2x7xr4db	81821033-926	ok	0.005	0.005	76	2x7xr4db
s1983	3x2xkr4di	81821033-1983	ok	0.038	0.038	0	3x2xkr4di
s4882	6x4xm4da	81821033-4882	timeout	10.026	10.001	-1	6x4xm4da
s834	2x6xr4du	81821033-834	ok	3.508	3.475	48	2x6xr4du
s6500	10x3xm2db	81821033-6500	timeout	10.001	9.999	-1	10x3xm2db
s6202	9x3xda	81821033-6202	timeout	10.042	9.990	-1	9x3xda
s1382	2x12md4db	81821033-1382	ok	0.138	0.138	312	2x12md4db
s2351	3x5m8de	81821033-2351	ok	0.047	0.047	92	3x5m8de
s6878	12x2xr4db	81821033-6878	ok	0.241	0.241	292	12x2xr4db
s4596	6jxkm4du	81821033-4596	ok	2.760	2.759	0	6jxkm4du
s3812	5jkm2db	81821033-3812	ok	0.013	0.013	0	5jkm2db
s5583	8jxr4di	81821033-5583	ok	0.083	0.083	16	8jxr4di
s7597	17jr4	81821033-7597	timeout	10.008	10.003	-1	17jr4
s4470	6jkadu	81821033-4470	ok	0.045	0.045	0	6jkadu
s3621	4x6xm2di	81821033-3621	ok	1.986	1.985	248	4x6xm2di
s7598	17jr4db	81821033-7598	timeout	10.007	10.004	-1	17jr4db
s5614	8jxm8da	81821033-5614	ok	1.678	1.677	12	8jxm8da
s1214	2x10xr4db	81821033-1214	ok	0.064	0.064	188	2x10xr4db
s8372	25jm2db	81821033-8372	timeout	10.069	9.992	-1	25jm2db
s246	2x2xkadu	81821033-246	ok	0.000	0.000	0	2x2xkadu
s7749	18jxm2di	81821033-7749	timeout	10.003	10.002	-1	18jxm2di
s3883	5jxm8	81821033-3883	ok	0.000	0.000	8	5jxm8
s6096	9x2m8du	81821033-6096	ok	8.376	8.371	156	9x2m8du
s316	2x3md2da	81821033-316	ok	0.488	0.488	10	2x3md2da
s5858	9jadb	81821033-5858	ok	0.036	0.036	21	9jadb
s2872	3x10xmd4da	81821033-2872	timeout	10.005	10.003	-1	3x10xmd4da
s8494	26jm8da	81821033-8494	timeout	10.079	9.992	-1	26jm8da
s1611	2x14xmd2di	81821033-1611	timeout	10.003	10.001	-1	2x14xmd2di
s8481	26jm4di	81821033-8481	timeout	10.002	9.998	-1	26jm4di
s2960	4jkm4db	81821033-2960	ok	0.030	0.019	0	4jkm4db
s3332	4x3xm2db	81821033-3332	ok	0.012	0.005	46	4x3xm2db
s4487	6jkm2de	81821033-4487	ok	0.025	0.022	0	6jkm2de
s3424	4x4xr4da	81821033-3424	ok	0.312	0.312	100	4x4xr4da
s6157	9x3r4	81821033-6157	ok	5.086	4.983	396	9x3r4
s4420	6jada	81821033-4420	ok	0.044	0.043	7	6jada
s7621	17jmd4	81821033-7621	timeout	10.046	9.994	-1	17jmd4
s5737	8x2xmd2	81821033-5737	ok	0.013	0.013	111	8x2xmd2
s6528	10x3xm8du	81821033-6528	timeout	10.080	9.993	-1	10x3xm8du
s204	2x2xdu	81821033-204	ok	0.000	0.000	4	2x2xdu
s108	2x2du	81821033-108	ok	0.000	0.000	4	2x2du
s6445	10x3r4	81821033-6445	timeout	10.031	10.007	-1	10x3r4
s2741	3x9xade	81821033-2741	timeout	10.009	9.990	-1	3x9xade
s128	2x2m4db	81821033-128	crash	0.000	0.000	-1	2x2m4db
s1796	3jkm2db	81821033-1796	ok	0.000	0.000	0	3jkm2db
s608	2x4xm4db	81821033-608	ok	0.001	0.000	20	2x4xm4db
s762	2x5xmd4du	81821033-762	ok	0.546	0.545	28	2x5xmd4du
s3269	4x3ade	81821033-3269	ok	0.134	0.133	52	4x3ade
s4890	6x4xmd4du	81821033-4890	timeout	10.086	10.014	-1	6x4xmd4du
s6784	12jxr4da	81821033-6784	timeout	10.163	9.988	-1	12jxr4da
s230	2x2xmd4db	81821033-230	ok	0.000	0.000	6	2x2xmd4db
s5496	8jm2du	81821033-5496	ok	0.019	0.019	14	8jm2du
s3460	4x5ada	81821033-3460	timeout	10.072	10.003	-1	4x5ada
s5755	8x2xm8	81821033-5755	ok	0.003	0.003	120	8x2xm8
s2857	3x10xmd2	81821033-2857	ok	1.480	1.474	447	3x10xmd2
s2063	3x3m8de	81821033-2063	ok	0.021	0.021	32	3x3m8de
s6594	11jxr4du	81821033-6594	timeout	10.006	10.000	-1	11jxr4du
s1383	2x12md4di	81821033-1383	ok	0.396	0.396	296	2x12md4di
s3068	4jxkm8db	81821033-3068	ok	0.068	0.068	0	4jxkm8db
s5606	8jxmd4db	81821033-5606	ok	0.054	0.054	18	8jxmd4db
s4255	5x5m4	81821033-4255	ok	9.131	9.106	330	5x5m4
s863	2x6xm8de	81821033-863	ok	0.189	0.189	52	2x6xm8de
s1166	2x10r4db	81821033-1166	ok	0.044	0.044	200	2x10r4db
s2539	3x7m8	81821033-2539	ok	0.023	0.023	233	3x7m8
s2971	4jkm8	81821033-2971	ok	0.000	0.000	0	4jkm8
s3782	5jmd4db	81821033-3782	ok	0.000	0.000	7	5jmd4db
s2609	3x8r4de	81821033-2609	timeout	10.120	9.984	-1	3x8r4de
s3974	5x2md4db	81821033-3974	ok	0.001	0.001	38	5x2md4db
s5035	7jm8	81821033-5035	ok	0.000	0.000	17	7jm8
s4453	6jmd4	81821033-4453	ok	0.000	0.000	12	6jmd4
s8996	31jxm2db	81821033-8996	timeout	10.002	9.996	-1	31jxm2db
s5344	7x3xr4da	81821033-5344	ok	2.947	2.946	192	7x3xr4da
s4611	6x2adi	81821033-4611	ok	0.026	0.026	50	6x2adi
s7021	13x2r4	81821033-7021	ok	3.582	3.580	388	13x2r4
s5722	8x2xda	81821033-5722	ok	0.378	0.377	102	8x2xda
s8442	25jxmd4du	81821033-8442	timeout	10.009	10.003	-1	25jxmd4du
s7819	19jm8	81821033-7819	timeout	10.137	10.008	-1	19jm8
s4764	6x3xdu	81821033-4764	timeout	10.001	9.997	-1	6x3xdu
s6283	10jm8	81821033-6283	ok	0.061	0.060	44	10jm8
s7042	13x2m4da	81821033-7042	timeout	10.007	10.002	-1	13x2m4da
s7335	15jmd4di	81821033-7335	timeout	10.008	10.000	-1	15jmd4di
s8558	27jr4db	81821033-8558	timeout	10.080	9.960	-1	27jr4db
s39	2jmd4di	81821033-39	ok	0.000	0.000	2	2jmd4di
s1017	2x8xdi	81821033-1017	ok	0.118	0.117	100	2x8xdi
s146	2x2kadb	81821033-146	ok	0.000	0.000	0	2x2kadb
s3722	4x7xmd2db	81821033-3722	ok	2.166	2.131	363	4x7xmd2db
s8334	24jxmd2du	81821033-8334	timeout	10.003	10.000	-1	24jxmd2du
s7491	16jadi	81821033-7491	timeout	10.003	10.001	-1	16jadi
s5328	7x3m8du	81821033-5328	timeout	10.004	9.998	-1	7x3m8du
s4326	5x6adu	81821033-4326	timeout	10.166	9.976	-1	5x6adu
s4870	6x4xm2da	81821033-4870	timeout	10.128	9.988	-1	6x4xm2da
s2082	3x3kr4du	81821033-2082	ok	0.516	0.507	0	3x3kr4du
s5961	9jxdi	81821033-5961	ok	0.039	0.038	16	9jxdi
s673	2x5a	81821033-673	ok	0.002	0.002	34	2x5a
s933	2x7xm2di	81821033-933	ok	0.036	0.036	74	2x7xm2di
s2332	3x5md2da	81821033-2332	ok	0.665	0.658	87	3x5md2da
s6988	13jxmd2da	81821033-6988	timeout	10.028	9.992	-1	13jxmd2da
s5080	7jkmd4da	81821033-5080	ok	0.069	0.069	0	7jkmd4da
s1987	3x2xkm2	81821033-1987	ok	0.000	0.000	0	3x2xkm2
s529	2x4ka	81821033-529	ok	0.000	0.000	0	2x4ka
s8587	27jm8	81821033-8587	timeout	10.040	10.002	-1	27jm8
s6779	12jxde	81821033-6779	timeout	10.008	9.992	-1	12jxde
s8327	24jxm2de	81821033-8327	timeout	10.182	10.024	-1	24jxm2de
s8912	30jxm4db	81821033-8912	timeout	10.073	10.002	-1	30jxm4db
s948	2x7xm4du	81821033-948	timeout	10.136	9.997	-1	2x7xm4du
s1143	2x9xmd4di	81821033-1143	ok	0.091	0.091	138	2x9xmd4di
s1636	2x15ada	81821033-1636	timeout	10.140	9.968	-1	2x15ada
s618	2x4xmd4du	81821033-618	ok	0.045	0.044	18	2x4xmd4du
s8112	22jm8du	81821033-8112	timeout	10.032	9.995	-1	22jm8du
s7305	15jdi	81821033-7305	timeout	10.012	9.998	-1	15jdi
s6773	12jxade	81821033-6773	timeout	10.004	10.002	-1	12jxade
s4780	6x3xmd2da	81821033-4780	ok	2.377	2.376	129	6x3xmd2da
s1534	2x13xm8da	81821033-1534	ok	6.408	6.376	356	2x13xm8da
s1814	3jkmd4db	81821033-1814	ok	0.000	0.000	0	3jkmd4db
s8982	31jxadu	81821033-8982	timeout	10.199	9.978	-1	31jxadu
s1849	3x2md2	81821033-1849	ok	0.000	0.000	13	3x2md2
s7349	15jxade	81821033-7349	timeout	10.008	9.999	-1	15jxade
s2263	3x4x	81821033-2263	ok	0.003	0.002	52	3x4x
s7799	19jm2de	81821033-7799	timeout	10.004	9.994	-1	19jm2de
s4696	6x2xmd4da	81821033-4696	ok	0.039	0.039	52	6x2xmd4da
s3988	5x2xada	81821033-3988	ok	0.107	0.107	26	5x2xada
s5036	7jm8db	81821033-5036	ok	0.002	0.002	16	7jm8db
s7495	16j	81821033-7495	timeout	10.063	9.995	-1	16j
s4800	6x3xm8du	81821033-4800	timeout	10.035	9.985	-1	6x3xm8du
s7081	13x2xmd2	81821033-7081	ok	0.169	0.169	351	13x2xmd2
s4740	6x3m4du	81821033-4740	ok	9.368	9.360	148	6x3m4du
s2625	3x8m4di	81821033-2625	ok	1.840	1.838	288	3x8m4di
s8167	23j	81821033-8167	timeout	10.032	9.988	-1	23j
s4862	6x4xr4db	81821033-4862	ok	2.090	2.089	264	6x4xr4db
s7686	18jadu	81821033-7686	timeout	10.004	10.000	-1	18jadu
s4866	6x4xr4du	81821033-4866	timeout	10.054	9.983	-1	6x4xr4du
s2890	4jda	81821033-2890	timeout	10.020	10.006	-1	4jda
s4512	6jkm8du	81821033-4512	ok	0.126	0.126	0	6jkm8du
s7742	18jxr4db	81821033-7742	timeout	10.006	10.001	-1	18jxr4db
s8655	28jr4di	81821033-8655	timeout	10.004	10.002	-1	28jr4di
s6640	11x2r4da	81821033-6640	ok	1.664	1.664	256	11x2r4da
s4152	5x4m2du	81821033-4152	timeout	10.100	10.000	-1	5x4m2du
s1215	2x10xr4di	81821033-1215	ok	0.599	0.591	176	2x10xr4di
s5420	7x4m8db	81821033-5420	ok	0.248	0.248	408	7x4m8db
s5167	7jxkm4	81821033-5167	ok	0.021	0.021	0	7jxkm4
s6677	11x2xade	81821033-6677	timeout	10.002	9.998	-1	11x2xade
s6805	12jxmd4	81821033-6805	timeout	10.008	10.003	-1	12jxmd4
s8209	23jxa	81821033-8209	timeout	10.003	10.001	-1	23jxa
s2050	3x3m4da	81821033-2050	ok	0.137	0.137	28	3x3m4da
s2897	4jr4de	81821033-2897	timeout	10.106	9.974	-1	4jr4de
s8265	24jdi	81821033-8265	timeout	10.004	10.000	-1	24jdi
s2085	3x3km2di	81821033-2085	ok	0.029	0.029	0	3x3km2di
s6204	9x3xdu	81821033-6204	timeout	10.008	10.001	-1	9x3xdu
s4720	6x3r4da	81821033-4720	ok	0.380	0.380	144	6x3r4da
s248	2x2xkdb	81821033-248	ok	0.000	0.000	0	2x2xkdb
s519	2x4md4di	81821033-519	ok	0.004	0.004	24	2x4md4di
s3032	4jxkdb	81821033-3032	ok	0.024	0.024	0	4jxkdb
s366	2x3kmd2du	81821033-366	ok	0.035	0.035	0	2x3kmd2du
s6577	11jxa	81821033-6577	ok	5.281	5.271	30	11jxa
s1533	2x13xm8di	81821033-1533	ok	0.411	0.410	348	2x13xm8di
s8887	30jx	81821033-8887	timeout	10.024	9.994	-1	30jx
s2454	3x6xadu	81821033-2454	timeout	10.025	10.014	-1	3x6xadu
s2891	4jde	81821033-2891	timeout	10.143	9.970	-1	4jde
s804	2x6m4du	81821033-804	ok	0.171	0.171	60	2x6m4du
s4365	5x6m8di	81821033-4365	ok	5.179	5.112	476	5x6m8di
s4583	6jxkm2de	81821033-4583	ok	0.869	0.860	0	6jxkm2de
s6321	10jxm4di	81821033-6321	ok	1.503	1.493	24	10jxm4di
s7149	14jm8di	81821033-7149	timeout	10.020	9.999	-1	14jm8di
s7823	19jm8de	81821033-7823	timeout	10.004	10.001	-1	19jm8de
s7296	14x2xm8du	81821033-7296	timeout	10.008	10.001	-1	14x2xm8du
s5488	8jr4da	81821033-5488	ok	0.427	0.427	16	8jr4da
s5437	7x4xr4	81821033-5437	ok	0.275	0.275	400	7x4xr4
s4511	6jkm8de	81821033-4511	ok	0.330	0.330	0	6jkm8de
s4085	5x3xade	81821033-4085	ok	1.030	1.029	75	5x3xade
s6307	10jxm2	81821033-6307	ok	1.118	1.115	32	10jxm2
s8793	29jxdi	81821033-8793	timeout	10.167	10.000	-1	29jxdi
s5526	8jkadu	81821033-5526	ok	5.179	5.166	0	8jkadu
s5721	8x2xdi	81821033-5721	ok	0.133	0.132	98	8x2xdi
s2501	3x7ade	81821033-2501	timeout	10.030	9.996	-1	3x7ade
s3705	4x7xdi	81821033-3705	timeout	10.198	9.972	-1	4x7xdi
s474	2x3xkmd4du	81821033-474	ok	0.497	0.496	0	2x3xkmd4du
s662	2x4xkmd4db	81821033-662	ok	0.003	0.003	0	2x4xkmd4db
s6426	10x2xmd4du	81821033-6426	timeout	10.008	9.989	-1	10x2xmd4du
s17	2jr4de	81821033-17	crash	0.001	0.001	-1	2jr4de
s2162	3x3xkadb	81821033-2162	ok	0.004	0.004	0	3x3xkadb
s5868	9jdu	81821033-5868	ok	0.071	0.070	20	9jdu
s5703	8x2md4di	81821033-5703	ok	0.134	0.134	112	8x2md4di
s1060	2x9ada	81821033-1060	ok	1.386	1.385	134	2x9ada
s2094	3x3kmd2du	81821033-2094	ok	0.062	0.062	0	3x3kmd2du
s7812	19jm4du	81821033-7812	timeout	10.037	9.988	-1	19jm4du
s6313	10jxmd2	81821033-6313	ok	0.393	0.393	28	10jxmd2
s6944	13jm4db	81821033-6944	ok	1.609	1.579	60	13jm4db
s4460	6jm8db	81821033-4460	ok	0.002	0.001	12	6jm8db
s6549	11jm2di	81821033-6549	ok	0.036	0.035	33	11jm2di
s4156	5x4md2da	81821033-4156	ok	4.122	4.117	168	5x4md2da
s2407	3x6	81821033-2407	ok	0.021	0.021	140	3x6
s8586	27jmd4du	81821033-8586	timeout	10.220	9.981	-1	27jmd4du
s968	2x8db	81821033-968	ok	0.022	0.022	108	2x8db
s2800	3x10r4da	81821033-2800	timeout	10.007	10.001	-1	3x10r4da
