# run	81821033
# key	spec	kept	seed	order	x	killer	symm	diff
s1453	2x13r4	1	81821033-1453	26	0	0	2	0
s1454	2x13r4db	1	81821033-1454	26	0	0	2	1
s1455	2x13r4di	0	81821033-1455	26	0	0	2	2
s1456	2x13r4da	0	81821033-1456	26	0	0	2	3
s1457	2x13r4de	0	81821033-1457	26	0	0	2	4
s1458	2x13r4du	0	81821033-1458	26	0	0	2	5
s1459	2x13m2	1	81821033-1459	26	0	0	3	0
s1460	2x13m2db	1	81821033-1460	26	0	0	3	1
s1461	2x13m2di	0	81821033-1461	26	0	0	3	2
s1462	2x13m2da	0	81821033-1462	26	0	0	3	3
s1463	2x13m2de	0	81821033-1463	26	0	0	3	4
s1464	2x13m2du	0	81821033-1464	26	0	0	3	5
s1465	2x13md2	1	81821033-1465	26	0	0	4	0
s1466	2x13md2db	1	81821033-1466	26	0	0	4	1
s1467	2x13md2di	0	81821033-1467	26	0	0	4	2
s1468	2x13md2da	0	81821033-1468	26	0	0	4	3
s1469	2x13md2de	0	81821033-1469	26	0	0	4	4
s1470	2x13md2du	0	81821033-1470	26	0	0	4	5
s1471	2x13m4	1	81821033-1471	26	0	0	5	0
s1472	2x13m4db	1	81821033-1472	26	0	0	5	1
s1473	2x13m4di	0	81821033-1473	26	0	0	5	2
s1474	2x13m4da	0	81821033-1474	26	0	0	5	3
s1475	2x13m4de	0	81821033-1475	26	0	0	5	4
s1476	2x13m4du	0	81821033-1476	26	0	0	5	5
s1477	2x13md4	1	81821033-1477	26	0	0	6	0
s1478	2x13md4db	1	81821033-1478	26	0	0	6	1
s1479	2x13md4di	0	81821033-1479	26	0	0	6	2
s1480	2x13md4da	0	81821033-1480	26	0	0	6	3
s1481	2x13md4de	0	81821033-1481	26	0	0	6	4
s1482	2x13md4du	0	81821033-1482	26	0	0	6	5
s1483	2x13m8	1	81821033-1483	26	0	0	7	0
s1484	2x13m8db	1	81821033-1484	26	0	0	7	1
s1485	2x13m8di	0	81821033-1485	26	0	0	7	2
s1486	2x13m8da	0	81821033-1486	26	0	0	7	3
s1487	2x13m8de	0	81821033-1487	26	0	0	7	4
s1488	2x13m8du	0	81821033-1488	26	0	0	7	5
s1489	2x13xa	1	81821033-1489	26	1	0	0	0
s1490	2x13xadb	1	81821033-1490	26	1	0	0	1
s1491	2x13xadi	0	81821033-1491	26	1	0	0	2
s1492	2x13xada	0	81821033-1492	26	1	0	0	3
s1493	2x13xade	0	81821033-1493	26	1	0	0	4
s1494	2x13xadu	0	81821033-1494	26	1	0	0	5
s1495	2x13x	1	81821033-1495	26	1	0	1	0
s1496	2x13xdb	1	81821033-1496	26	1	0	1	1
s1497	2x13xdi	0	81821033-1497	26	1	0	1	2
s1498	2x13xda	0	81821033-1498	26	1	0	1	3
s1499	2x13xde	0	81821033-1499	26	1	0	1	4
s1500	2x13xdu	0	81821033-1500	26	1	0	1	5
s1501	2x13xr4	1	81821033-1501	26	1	0	2	0
s1502	2x13xr4db	1	81821033-1502	26	1	0	2	1
s1503	2x13xr4di	0	81821033-1503	26	1	0	2	2
s1504	2x13xr4da	0	81821033-1504	26	1	0	2	3
s1505	2x13xr4de	0	81821033-1505	26	1	0	2	4
s1506	2x13xr4du	0	81821033-1506	26	1	0	2	5
s1507	2x13xm2	1	81821033-1507	26	1	0	3	0
s1508	2x13xm2db	1	81821033-1508	26	1	0	3	1
s1509	2x13xm2di	0	81821033-1509	26	1	0	3	2
s1510	2x13xm2da	0	81821033-1510	26	1	0	3	3
s1511	2x13xm2de	0	81821033-1511	26	1	0	3	4
s1512	2x13xm2du	0	81821033-1512	26	1	0	3	5
s1513	2x13xmd2	1	81821033-1513	26	1	0	4	0
s1514	2x13xmd2db	1	81821033-1514	26	1	0	4	1
s1515	2x13xmd2di	0	81821033-1515	26	1	0	4	2
s1516	2x13xmd2da	0	81821033-1516	26	1	0	4	3
s1517	2x13xmd2de	0	81821033-1517	26	1	0	4	4
s1518	2x13xmd2du	0	81821033-1518	26	1	0	4	5
s1519	2x13xm4	1	81821033-1519	26	1	0	5	0
s1520	2x13xm4db	1	81821033-1520	26	1	0	5	1
s1521	2x13xm4di	0	81821033-1521	26	1	0	5	2
s1522	2x13xm4da	0	81821033-1522	26	1	0	5	3
s1523	2x13xm4de	0	81821033-1523	26	1	0	5	4
s1524	2x13xm4du	0	81821033-1524	26	1	0	5	5
s1525	2x13xmd4	1	81821033-1525	26	1	0	6	0
s1526	2x13xmd4db	1	81821033-1526	26	1	0	6	1
s1527	2x13xmd4di	0	81821033-1527	26	1	0	6	2
s1528	2x13xmd4da	0	81821033-1528	26	1	0	6	3
s1529	2x13xmd4de	0	81821033-1529	26	1	0	6	4
s1530	2x13xmd4du	0	81821033-1530	26	1	0	6	5
s1531	2x13xm8	1	81821033-1531	26	1	0	7	0
s1532	2x13xm8db	1	81821033-1532	26	1	0	7	1
s1533	2x13xm8di	0	81821033-1533	26	1	0	7	2
s1534	2x13xm8da	0	81821033-1534	26	1	0	7	3
s1535	2x13xm8de	0	81821033-1535	26	1	0	7	4
s1536	2x13xm8du	0	81821033-1536	26	1	0	7	5
s1537	2x14a	1	81821033-1537	28	0	0	0	0
s1538	2x14adb	1	81821033-1538	28	0	0	0	1
s1539	2x14adi	0	81821033-1539	28	0	0	0	2
s1540	2x14ada	0	81821033-1540	28	0	0	0	3
s1541	2x14ade	0	81821033-1541	28	0	0	0	4
s1542	2x14adu	0	81821033-1542	28	0	0	0	5
s1543	2x14	1	81821033-1543	28	0	0	1	0
s1544	2x14db	1	81821033-1544	28	0	0	1	1
s1545	2x14di	0	81821033-1545	28	0	0	1	2
s1546	2x14da	0	81821033-1546	28	0	0	1	3
s1547	2x14de	0	81821033-1547	28	0	0	1	4
s1548	2x14du	0	81821033-1548	28	0	0	1	5
s1549	2x14r4	1	81821033-1549	28	0	0	2	0
s1550	2x14r4db	1	81821033-1550	28	0	0	2	1
s1551	2x14r4di	0	81821033-1551	28	0	0	2	2
s1552	2x14r4da	0	81821033-1552	28	0	0	2	3
s1553	2x14r4de	0	81821033-1553	28	0	0	2	4
s1554	2x14r4du	0	81821033-1554	28	0	0	2	5
s1555	2x14m2	1	81821033-1555	28	0	0	3	0
s1556	2x14m2db	1	81821033-1556	28	0	0	3	1
s1557	2x14m2di	0	81821033-1557	28	0	0	3	2
s1558	2x14m2da	0	81821033-1558	28	0	0	3	3
s1559	2x14m2de	0	81821033-1559	28	0	0	3	4
s1560	2x14m2du	0	81821033-1560	28	0	0	3	5
s1561	2x14md2	1	81821033-1561	28	0	0	4	0
s1562	2x14md2db	1	81821033-1562	28	0	0	4	1
s1563	2x14md2di	0	81821033-1563	28	0	0	4	2
s1564	2x14md2da	0	81821033-1564	28	0	0	4	3
s1565	2x14md2de	0	81821033-1565	28	0	0	4	4
s1566	2x14md2du	0	81821033-1566	28	0	0	4	5
s1567	2x14m4	1	81821033-1567	28	0	0	5	0
s1568	2x14m4db	1	81821033-1568	28	0	0	5	1
s1569	2x14m4di	0	81821033-1569	28	0	0	5	2
s1570	2x14m4da	0	81821033-1570	28	0	0	5	3
s1571	2x14m4de	0	81821033-1571	28	0	0	5	4
s1572	2x14m4du	0	81821033-1572	28	0	0	5	5
s1573	2x14md4	1	81821033-1573	28	0	0	6	0
s1574	2x14md4db	1	81821033-1574	28	0	0	6	1
s1575	2x14md4di	0	81821033-1575	28	0	0	6	2
s1576	2x14md4da	0	81821033-1576	28	0	0	6	3
s1577	2x14md4de	0	81821033-1577	28	0	0	6	4
s1578	2x14md4du	0	81821033-1578	28	0	0	6	5
s1579	2x14m8	1	81821033-1579	28	0	0	7	0
s1580	2x14m8db	1	81821033-1580	28	0	0	7	1
s1581	2x14m8di	0	81821033-1581	28	0	0	7	2
s1582	2x14m8da	0	81821033-1582	28	0	0	7	3
s1583	2x14m8de	0	81821033-1583	28	0	0	7	4
s1584	2x14m8du	0	81821033-1584	28	0	0	7	5
s1585	2x14xa	1	81821033-1585	28	1	0	0	0
s1586	2x14xadb	1	81821033-1586	28	1	0	0	1
s1587	2x14xadi	0	81821033-1587	28	1	0	0	2
s1588	2x14xada	0	81821033-1588	28	1	0	0	3
s1589	2x14xade	0	81821033-1589	28	1	0	0	4
s1590	2x14xadu	0	81821033-1590	28	1	0	0	5
s1591	2x14x	1	81821033-1591	28	1	0	1	0
s1592	2x14xdb	1	81821033-1592	28	1	0	1	1
s1593	2x14xdi	0	81821033-1593	28	1	0	1	2
s1594	2x14xda	0	81821033-1594	28	1	0	1	3
s1595	2x14xde	0	81821033-1595	28	1	0	1	4
s1596	2x14xdu	0	81821033-1596	28	1	0	1	5
s1597	2x14xr4	1	81821033-1597	28	1	0	2	0
s1598	2x14xr4db	1	81821033-1598	28	1	0	2	1
s1599	2x14xr4di	0	81821033-1599	28	1	0	2	2
s1600	2x14xr4da	0	81821033-1600	28	1	0	2	3
s1601	2x14xr4de	0	81821033-1601	28	1	0	2	4
s1602	2x14xr4du	0	81821033-1602	28	1	0	2	5
s1603	2x14xm2	1	81821033-1603	28	1	0	3	0
s1604	2x14xm2db	1	81821033-1604	28	1	0	3	1
s1605	2x14xm2di	0	81821033-1605	28	1	0	3	2
s1606	2x14xm2da	0	81821033-1606	28	1	0	3	3
s1607	2x14xm2de	0	81821033-1607	28	1	0	3	4
s1608	2x14xm2du	0	81821033-1608	28	1	0	3	5
s1609	2x14xmd2	1	81821033-1609	28	1	0	4	0
s1610	2x14xmd2db	1	81821033-1610	28	1	0	4	1
s1611	2x14xmd2di	0	81821033-1611	28	1	0	4	2
s1612	2x14xmd2da	0	81821033-1612	28	1	0	4	3
s1613	2x14xmd2de	0	81821033-1613	28	1	0	4	4
s1614	2x14xmd2du	0	81821033-1614	28	1	0	4	5
s1615	2x14xm4	1	81821033-1615	28	1	0	5	0
s1616	2x14xm4db	1	81821033-1616	28	1	0	5	1
s1617	2x14xm4di	0	81821033-1617	28	1	0	5	2
s1618	2x14xm4da	0	81821033-1618	28	1	0	5	3
s1619	2x14xm4de	0	81821033-1619	28	1	0	5	4
s1620	2x14xm4du	0	81821033-1620	28	1	0	5	5
s1621	2x14xmd4	1	81821033-1621	28	1	0	6	0
s1622	2x14xmd4db	1	81821033-1622	28	1	0	6	1
s1623	2x14xmd4di	0	81821033-1623	28	1	0	6	2
s1624	2x14xmd4da	0	81821033-1624	28	1	0	6	3
s1625	2x14xmd4de	0	81821033-1625	28	1	0	6	4
s1626	2x14xmd4du	0	81821033-1626	28	1	0	6	5
s1627	2x14xm8	1	81821033-1627	28	1	0	7	0
s1628	2x14xm8db	1	81821033-1628	28	1	0	7	1
s1629	2x14xm8di	0	81821033-1629	28	1	0	7	2
s1630	2x14xm8da	0	81821033-1630	28	1	0	7	3
s1631	2x14xm8de	0	81821033-1631	28	1	0	7	4
s1632	2x14xm8du	0	81821033-1632	28	1	0	7	5
s1633	2x15a	1	81821033-1633	30	0	0	0	0
s1634	2x15adb	1	81821033-1634	30	0	0	0	1
s1635	2x15adi	0	81821033-1635	30	0	0	0	2
s1636	2x15ada	0	81821033-1636	30	0	0	0	3
s1637	2x15ade	0	81821033-1637	30	0	0	0	4
s1638	2x15adu	0	81821033-1638	30	0	0	0	5
s1639	2x15	1	81821033-1639	30	0	0	1	0
s1640	2x15db	1	81821033-1640	30	0	0	1	1
s1641	2x15di	0	81821033-1641	30	0	0	1	2
s1642	2x15da	0	81821033-1642	30	0	0	1	3
s1643	2x15de	0	81821033-1643	30	0	0	1	4
s1644	2x15du	0	81821033-1644	30	0	0	1	5
s1645	2x15r4	1	81821033-1645	30	0	0	2	0
s1646	2x15r4db	1	81821033-1646	30	0	0	2	1
s1647	2x15r4di	0	81821033-1647	30	0	0	2	2
s1648	2x15r4da	0	81821033-1648	30	0	0	2	3
s1649	2x15r4de	0	81821033-1649	30	0	0	2	4
s1650	2x15r4du	0	81821033-1650	30	0	0	2	5
s1651	2x15m2	1	81821033-1651	30	0	0	3	0
s1652	2x15m2db	1	81821033-1652	30	0	0	3	1
s1653	2x15m2di	0	81821033-1653	30	0	0	3	2
s1654	2x15m2da	0	81821033-1654	30	0	0	3	3
s1655	2x15m2de	0	81821033-1655	30	0	0	3	4
s1656	2x15m2du	0	81821033-1656	30	0	0	3	5
s1657	2x15md2	1	81821033-1657	30	0	0	4	0
s1658	2x15md2db	1	81821033-1658	30	0	0	4	1
s1659	2x15md2di	0	81821033-1659	30	0	0	4	2
s1660	2x15md2da	0	81821033-1660	30	0	0	4	3
s1661	2x15md2de	0	81821033-1661	30	0	0	4	4
s1662	2x15md2du	0	81821033-1662	30	0	0	4	5
s1663	2x15m4	1	81821033-1663	30	0	0	5	0
s1664	2x15m4db	1	81821033-1664	30	0	0	5	1
s1665	2x15m4di	0	81821033-1665	30	0	0	5	2
s1666	2x15m4da	0	81821033-1666	30	0	0	5	3
s1667	2x15m4de	0	81821033-1667	30	0	0	5	4
s1668	2x15m4du	0	81821033-1668	30	0	0	5	5
s1669	2x15md4	1	81821033-1669	30	0	0	6	0
s1670	2x15md4db	1	81821033-1670	30	0	0	6	1
s1671	2x15md4di	0	81821033-1671	30	0	0	6	2
s1672	2x15md4da	0	81821033-1672	30	0	0	6	3
s1673	2x15md4de	0	81821033-1673	30	0	0	6	4
s1674	2x15md4du	0	81821033-1674	30	0	0	6	5
s1675	2x15m8	1	81821033-1675	30	0	0	7	0
s1676	2x15m8db	1	81821033-1676	30	0	0	7	1
s1677	2x15m8di	0	81821033-1677	30	0	0	7	2
s1678	2x15m8da	0	81821033-1678	30	0	0	7	3
s1679	2x15m8de	0	81821033-1679	30	0	0	7	4
s1680	2x15m8du	0	81821033-1680	30	0	0	7	5
s1681	2x15xa	1	81821033-1681	30	1	0	0	0
s1682	2x15xadb	1	81821033-1682	30	1	0	0	1
s1683	2x15xadi	0	81821033-1683	30	1	0	0	2
s1684	2x15xada	0	81821033-1684	30	1	0	0	3
s1685	2x15xade	0	81821033-1685	30	1	0	0	4
s1686	2x15xadu	0	81821033-1686	30	1	0	0	5
s1687	2x15x	1	81821033-1687	30	1	0	1	0
s1688	2x15xdb	1	81821033-1688	30	1	0	1	1
s1689	2x15xdi	0	81821033-1689	30	1	0	1	2
s1690	2x15xda	0	81821033-1690	30	1	0	1	3
s1691	2x15xde	0	81821033-1691	30	1	0	1	4
s1692	2x15xdu	0	81821033-1692	30	1	0	1	5
s1693	2x15xr4	1	81821033-1693	30	1	0	2	0
s1694	2x15xr4db	1	81821033-1694	30	1	0	2	1
s1695	2x15xr4di	0	81821033-1695	30	1	0	2	2
s1696	2x15xr4da	0	81821033-1696	30	1	0	2	3
s1697	2x15xr4de	0	81821033-1697	30	1	0	2	4
s1698	2x15xr4du	0	81821033-1698	30	1	0	2	5
s1699	2x15xm2	1	81821033-1699	30	1	0	3	0
s1700	2x15xm2db	1	81821033-1700	30	1	0	3	1
s1701	2x15xm2di	0	81821033-1701	30	1	0	3	2
s1702	2x15xm2da	0	81821033-1702	30	1	0	3	3
s1703	2x15xm2de	0	81821033-1703	30	1	0	3	4
s1704	2x15xm2du	0	81821033-1704	30	1	0	3	5
s1705	2x15xmd2	1	81821033-1705	30	1	0	4	0
s1706	2x15xmd2db	1	81821033-1706	30	1	0	4	1
s1707	2x15xmd2di	0	81821033-1707	30	1	0	4	2
s1708	2x15xmd2da	0	81821033-1708	30	1	0	4	3
s1709	2x15xmd2de	0	81821033-1709	30	1	0	4	4
s1710	2x15xmd2du	0	81821033-1710	30	1	0	4	5
s1711	2x15xm4	1	81821033-1711	30	1	0	5	0
s1712	2x15xm4db	1	81821033-1712	30	1	0	5	1
s1713	2x15xm4di	0	81821033-1713	30	1	0	5	2
s1714	2x15xm4da	0	81821033-1714	30	1	0	5	3
s1715	2x15xm4de	0	81821033-1715	30	1	0	5	4
s1716	2x15xm4du	0	81821033-1716	30	1	0	5	5
s1717	2x15xmd4	1	81821033-1717	30	1	0	6	0
s1718	2x15xmd4db	1	81821033-1718	30	1	0	6	1
s1719	2x15xmd4di	0	81821033-1719	30	1	0	6	2
s1720	2x15xmd4da	0	81821033-1720	30	1	0	6	3
s1721	2x15xmd4de	0	81821033-1721	30	1	0	6	4
s1722	2x15xmd4du	0	81821033-1722	30	1	0	6	5
s1723	2x15xm8	1	81821033-1723	30	1	0	7	0
s1724	2x15xm8db	1	81821033-1724	30	1	0	7	1
s1725	2x15xm8di	0	81821033-1725	30	1	0	7	2
s1726	2x15xm8da	0	81821033-1726	30	1	0	7	3
s1727	2x15xm8de	0	81821033-1727	30	1	0	7	4
s1728	2x15xm8du	0	81821033-1728	30	1	0	7	5
s1729	3ja	0	81821033-1729	3	0	0	0	0
s1730	3jadb	0	81821033-1730	3	0	0	0	1
s1731	3jadi	0	81821033-1731	3	0	0	0	2
s1732	3jada	0	81821033-1732	3	0	0	0	3
s1733	3jade	0	81821033-1733	3	0	0	0	4
s1734	3jadu	0	81821033-1734	3	0	0	0	5
s1735	3j	0	81821033-1735	3	0	0	1	0
s1736	3jdb	0	81821033-1736	3	0	0	1	1
s1737	3jdi	0	81821033-1737	3	0	0	1	2
s1738	3jda	0	81821033-1738	3	0	0	1	3
s1739	3jde	0	81821033-1739	3	0	0	1	4
s1740	3jdu	0	81821033-1740	3	0	0	1	5
s1741	3jr4	0	81821033-1741	3	0	0	2	0
s1742	3jr4db	0	81821033-1742	3	0	0	2	1
s1743	3jr4di	0	81821033-1743	3	0	0	2	2
s1744	3jr4da	0	81821033-1744	3	0	0	2	3
s1745	3jr4de	0	81821033-1745	3	0	0	2	4
s1746	3jr4du	0	81821033-1746	3	0	0	2	5
s1747	3jm2	0	81821033-1747	3	0	0	3	0
s1748	3jm2db	0	81821033-1748	3	0	0	3	1
s1749	3jm2di	0	81821033-1749	3	0	0	3	2
s1750	3jm2da	0	81821033-1750	3	0	0	3	3
s1751	3jm2de	0	81821033-1751	3	0	0	3	4
s1752	3jm2du	0	81821033-1752	3	0	0	3	5
s1753	3jmd2	0	81821033-1753	3	0	0	4	0
s1754	3jmd2db	0	81821033-1754	3	0	0	4	1
s1755	3jmd2di	0	81821033-1755	3	0	0	4	2
s1756	3jmd2da	0	81821033-1756	3	0	0	4	3
s1757	3jmd2de	0	81821033-1757	3	0	0	4	4
s1758	3jmd2du	0	81821033-1758	3	0	0	4	5
s1759	3jm4	0	81821033-1759	3	0	0	5	0
s1760	3jm4db	0	81821033-1760	3	0	0	5	1
s1761	3jm4di	0	81821033-1761	3	0	0	5	2
s1762	3jm4da	0	81821033-1762	3	0	0	5	3
s1763	3jm4de	0	81821033-1763	3	0	0	5	4
s1764	3jm4du	0	81821033-1764	3	0	0	5	5
s1765	3jmd4	0	81821033-1765	3	0	0	6	0
s1766	3jmd4db	0	81821033-1766	3	0	0	6	1
s1767	3jmd4di	0	81821033-1767	3	0	0	6	2
s1768	3jmd4da	0	81821033-1768	3	0	0	6	3
s1769	3jmd4de	0	81821033-1769	3	0	0	6	4
s1770	3jmd4du	0	81821033-1770	3	0	0	6	5
s1771	3jm8	0	81821033-1771	3	0	0	7	0
s1772	3jm8db	0	81821033-1772	3	0	0	7	1
s1773	3jm8di	0	81821033-1773	3	0	0	7	2
s1774	3jm8da	0	81821033-1774	3	0	0	7	3
s1775	3jm8de	0	81821033-1775	3	0	0	7	4
s1776	3jm8du	0	81821033-1776	3	0	0	7	5
s1777	3jka	0	81821033-1777	3	0	1	0	0
s1778	3jkadb	0	81821033-1778	3	0	1	0	1
s1779	3jkadi	0	81821033-1779	3	0	1	0	2
s1780	3jkada	0	81821033-1780	3	0	1	0	3
s1781	3jkade	0	81821033-1781	3	0	1	0	4
s1782	3jkadu	0	81821033-1782	3	0	1	0	5
s1783	3jk	0	81821033-1783	3	0	1	1	0
s1784	3jkdb	0	81821033-1784	3	0	1	1	1
s1785	3jkdi	0	81821033-1785	3	0	1	1	2
s1786	3jkda	0	81821033-1786	3	0	1	1	3
s1787	3jkde	0	81821033-1787	3	0	1	1	4
s1788	3jkdu	0	81821033-1788	3	0	1	1	5
s1789	3jkr4	0	81821033-1789	3	0	1	2	0
s1790	3jkr4db	0	81821033-1790	3	0	1	2	1
s1791	3jkr4di	0	81821033-1791	3	0	1	2	2
s1792	3jkr4da	0	81821033-1792	3	0	1	2	3
s1793	3jkr4de	0	81821033-1793	3	0	1	2	4
s1794	3jkr4du	0	81821033-1794	3	0	1	2	5
s1795	3jkm2	0	81821033-1795	3	0	1	3	0
s1796	3jkm2db	0	81821033-1796	3	0	1	3	1
s1797	3jkm2di	0	81821033-1797	3	0	1	3	2
s1798	3jkm2da	0	81821033-1798	3	0	1	3	3
s1799	3jkm2de	0	81821033-1799	3	0	1	3	4
s1800	3jkm2du	0	81821033-1800	3	0	1	3	5
s1801	3jkmd2	0	81821033-1801	3	0	1	4	0
s1802	3jkmd2db	0	81821033-1802	3	0	1	4	1
s1803	3jkmd2di	0	81821033-1803	3	0	1	4	2
s1804	3jkmd2da	0	81821033-1804	3	0	1	4	3
s1805	3jkmd2de	0	81821033-1805	3	0	1	4	4
s1806	3jkmd2du	0	81821033-1806	3	0	1	4	5
s1807	3jkm4	0	81821033-1807	3	0	1	5	0
s1808	3jkm4db	0	81821033-1808	3	0	1	5	1
s1809	3jkm4di	0	81821033-1809	3	0	1	5	2
s1810	3jkm4da	0	81821033-1810	3	0	1	5	3
s1811	3jkm4de	0	81821033-1811	3	0	1	5	4
s1812	3jkm4du	0	81821033-1812	3	0	1	5	5
s1813	3jkmd4	0	81821033-1813	3	0	1	6	0
s1814	3jkmd4db	0	81821033-1814	3	0	1	6	1
s1815	3jkmd4di	0	81821033-1815	3	0	1	6	2
s1816	3jkmd4da	0	81821033-1816	3	0	1	6	3
s1817	3jkmd4de	0	81821033-1817	3	0	1	6	4
s1818	3jkmd4du	0	81821033-1818	3	0	1	6	5
s1819	3jkm8	0	81821033-1819	3	0	1	7	0
s1820	3jkm8db	0	81821033-1820	3	0	1	7	1
s1821	3jkm8di	0	81821033-1821	3	0	1	7	2
s1822	3jkm8da	0	81821033-1822	3	0	1	7	3
s1823	3jkm8de	0	81821033-1823	3	0	1	7	4
s1824	3jkm8du	0	81821033-1824	3	0	1	7	5
s1825	3x2a	1	81821033-1825	6	0	0	0	0
s1826	3x2adb	1	81821033-1826	6	0	0	0	1
s1827	3x2adi	1	81821033-1827	6	0	0	0	2
s1828	3x2ada	1	81821033-1828	6	0	0	0	3
s1829	3x2ade	1	81821033-1829	6	0	0	0	4
s1830	3x2adu	1	81821033-1830	6	0	0	0	5
s1831	3x2	1	81821033-1831	6	0	0	1	0
s1832	3x2db	1	81821033-1832	6	0	0	1	1
s1833	3x2di	1	81821033-1833	6	0	0	1	2
s1834	3x2da	1	81821033-1834	6	0	0	1	3
s1835	3x2de	1	81821033-1835	6	0	0	1	4
s1836	3x2du	1	81821033-1836	6	0	0	1	5
s1837	3x2r4	1	81821033-1837	6	0	0	2	0
s1838	3x2r4db	1	81821033-1838	6	0	0	2	1
s1839	3x2r4di	1	81821033-1839	6	0	0	2	2
s1840	3x2r4da	1	81821033-1840	6	0	0	2	3
s1841	3x2r4de	1	81821033-1841	6	0	0	2	4
s1842	3x2r4du	1	81821033-1842	6	0	0	2	5
s1843	3x2m2	1	81821033-1843	6	0	0	3	0
s1844	3x2m2db	1	81821033-1844	6	0	0	3	1
s1845	3x2m2di	1	81821033-1845	6	0	0	3	2
s1846	3x2m2da	1	81821033-1846	6	0	0	3	3
s1847	3x2m2de	1	81821033-1847	6	0	0	3	4
s1848	3x2m2du	1	81821033-1848	6	0	0	3	5
s1849	3x2md2	1	81821033-1849	6	0	0	4	0
s1850	3x2md2db	1	81821033-1850	6	0	0	4	1
s1851	3x2md2di	1	81821033-1851	6	0	0	4	2
s1852	3x2md2da	1	81821033-1852	6	0	0	4	3
s1853	3x2md2de	1	81821033-1853	6	0	0	4	4
s1854	3x2md2du	1	81821033-1854	6	0	0	4	5
s1855	3x2m4	1	81821033-1855	6	0	0	5	0
s1856	3x2m4db	1	81821033-1856	6	0	0	5	1
s1857	3x2m4di	1	81821033-1857	6	0	0	5	2
s1858	3x2m4da	1	81821033-1858	6	0	0	5	3
s1859	3x2m4de	1	81821033-1859	6	0	0	5	4
s1860	3x2m4du	1	81821033-1860	6	0	0	5	5
s1861	3x2md4	1	81821033-1861	6	0	0	6	0
s1862	3x2md4db	1	81821033-1862	6	0	0	6	1
s1863	3x2md4di	1	81821033-1863	6	0	0	6	2
s1864	3x2md4da	1	81821033-1864	6	0	0	6	3
s1865	3x2md4de	1	81821033-1865	6	0	0	6	4
s1866	3x2md4du	1	81821033-1866	6	0	0	6	5
s1867	3x2m8	1	81821033-1867	6	0	0	7	0
s1868	3x2m8db	1	81821033-1868	6	0	0	7	1
s1869	3x2m8di	1	81821033-1869	6	0	0	7	2
s1870	3x2m8da	1	81821033-1870	6	0	0	7	3
s1871	3x2m8de	1	81821033-1871	6	0	0	7	4
s1872	3x2m8du	1	81821033-1872	6	0	0	7	5
s1873	3x2ka	1	81821033-1873	6	0	1	0	0
s1874	3x2kadb	1	81821033-1874	6	0	1	0	1
s1875	3x2kadi	1	81821033-1875	6	0	1	0	2
s1876	3x2kada	1	81821033-1876	6	0	1	0	3
s1877	3x2kade	1	81821033-1877	6	0	1	0	4
s1878	3x2kadu	1	81821033-1878	6	0	1	0	5
s1879	3x2k	0	81821033-1879	6	0	1	1	0
s1880	3x2kdb	0	81821033-1880	6	0	1	1	1
s1881	3x2kdi	0	81821033-1881	6	0	1	1	2
s1882	3x2kda	0	81821033-1882	6	0	1	1	3
s1883	3x2kde	0	81821033-1883	6	0	1	1	4
s1884	3x2kdu	0	81821033-1884	6	0	1	1	5
s1885	3x2kr4	0	81821033-1885	6	0	1	2	0
s1886	3x2kr4db	0	81821033-1886	6	0	1	2	1
s1887	3x2kr4di	0	81821033-1887	6	0	1	2	2
s1888	3x2kr4da	0	81821033-1888	6	0	1	2	3
s1889	3x2kr4de	0	81821033-1889	6	0	1	2	4
s1890	3x2kr4du	0	81821033-1890	6	0	1	2	5
s1891	3x2km2	0	81821033-1891	6	0	1	3	0
s1892	3x2km2db	0	81821033-1892	6	0	1	3	1
s1893	3x2km2di	0	81821033-1893	6	0	1	3	2
s1894	3x2km2da	0	81821033-1894	6	0	1	3	3
s1895	3x2km2de	0	81821033-1895	6	0	1	3	4
s1896	3x2km2du	0	81821033-1896	6	0	1	3	5
s1897	3x2kmd2	0	81821033-1897	6	0	1	4	0
s1898	3x2kmd2db	0	81821033-1898	6	0	1	4	1
s1899	3x2kmd2di	0	81821033-1899	6	0	1	4	2
s1900	3x2kmd2da	0	81821033-1900	6	0	1	4	3
s1901	3x2kmd2de	0	81821033-1901	6	0	1	4	4
s1902	3x2kmd2du	0	81821033-1902	6	0	1	4	5
s1903	3x2km4	0	81821033-1903	6	0	1	5	0
s1904	3x2km4db	0	81821033-1904	6	0	1	5	1
s1905	3x2km4di	0	81821033-1905	6	0	1	5	2
s1906	3x2km4da	0	81821033-1906	6	0	1	5	3
s1907	3x2km4de	0	81821033-1907	6	0	1	5	4
s1908	3x2km4du	0	81821033-1908	6	0	1	5	5
s1909	3x2kmd4	0	81821033-1909	6	0	1	6	0
s1910	3x2kmd4db	0	81821033-1910	6	0	1	6	1
s1911	3x2kmd4di	0	81821033-1911	6	0	1	6	2
s1912	3x2kmd4da	0	81821033-1912	6	0	1	6	3
s1913	3x2kmd4de	0	81821033-1913	6	0	1	6	4
s1914	3x2kmd4du	0	81821033-1914	6	0	1	6	5
s1915	3x2km8	0	81821033-1915	6	0	1	7	0
s1916	3x2km8db	0	81821033-1916	6	0	1	7	1
s1917	3x2km8di	0	81821033-1917	6	0	1	7	2
s1918	3x2km8da	0	81821033-1918	6	0	1	7	3
