# run	81821033
# key	spec	kept	seed	order	x	killer	symm	diff
s4815	6x4r4di	1	81821033-4815	24	0	0	2	2
s4816	6x4r4da	1	81821033-4816	24	0	0	2	3
s4817	6x4r4de	0	81821033-4817	24	0	0	2	4
s4818	6x4r4du	0	81821033-4818	24	0	0	2	5
s4819	6x4m2	1	81821033-4819	24	0	0	3	0
s4820	6x4m2db	1	81821033-4820	24	0	0	3	1
s4821	6x4m2di	1	81821033-4821	24	0	0	3	2
s4822	6x4m2da	1	81821033-4822	24	0	0	3	3
s4823	6x4m2de	0	81821033-4823	24	0	0	3	4
s4824	6x4m2du	0	81821033-4824	24	0	0	3	5
s4825	6x4md2	1	81821033-4825	24	0	0	4	0
s4826	6x4md2db	1	81821033-4826	24	0	0	4	1
s4827	6x4md2di	1	81821033-4827	24	0	0	4	2
s4828	6x4md2da	1	81821033-4828	24	0	0	4	3
s4829	6x4md2de	0	81821033-4829	24	0	0	4	4
s4830	6x4md2du	0	81821033-4830	24	0	0	4	5
s4831	6x4m4	1	81821033-4831	24	0	0	5	0
s4832	6x4m4db	1	81821033-4832	24	0	0	5	1
s4833	6x4m4di	1	81821033-4833	24	0	0	5	2
s4834	6x4m4da	1	81821033-4834	24	0	0	5	3
s4835	6x4m4de	0	81821033-4835	24	0	0	5	4
s4836	6x4m4du	0	81821033-4836	24	0	0	5	5
s4837	6x4md4	1	81821033-4837	24	0	0	6	0
s4838	6x4md4db	1	81821033-4838	24	0	0	6	1
s4839	6x4md4di	1	81821033-4839	24	0	0	6	2
s4840	6x4md4da	1	81821033-4840	24	0	0	6	3
s4841	6x4md4de	0	81821033-4841	24	0	0	6	4
s4842	6x4md4du	0	81821033-4842	24	0	0	6	5
s4843	6x4m8	1	81821033-4843	24	0	0	7	0
s4844	6x4m8db	1	81821033-4844	24	0	0	7	1
s4845	6x4m8di	1	81821033-4845	24	0	0	7	2
s4846	6x4m8da	1	81821033-4846	24	0	0	7	3
s4847	6x4m8de	0	81821033-4847	24	0	0	7	4
s4848	6x4m8du	0	81821033-4848	24	0	0	7	5
s4849	6x4xa	1	81821033-4849	24	1	0	0	0
s4850	6x4xadb	1	81821033-4850	24	1	0	0	1
s4851	6x4xadi	1	81821033-4851	24	1	0	0	2
s4852	6x4xada	1	81821033-4852	24	1	0	0	3
s4853	6x4xade	0	81821033-4853	24	1	0	0	4
s4854	6x4xadu	0	81821033-4854	24	1	0	0	5
s4855	6x4x	1	81821033-4855	24	1	0	1	0
s4856	6x4xdb	1	81821033-4856	24	1	0	1	1
s4857	6x4xdi	1	81821033-4857	24	1	0	1	2
s4858	6x4xda	1	81821033-4858	24	1	0	1	3
s4859	6x4xde	0	81821033-4859	24	1	0	1	4
s4860	6x4xdu	0	81821033-4860	24	1	0	1	5
s4861	6x4xr4	1	81821033-4861	24	1	0	2	0
s4862	6x4xr4db	1	81821033-4862	24	1	0	2	1
s4863	6x4xr4di	1	81821033-4863	24	1	0	2	2
s4864	6x4xr4da	1	81821033-4864	24	1	0	2	3
s4865	6x4xr4de	0	81821033-4865	24	1	0	2	4
s4866	6x4xr4du	0	81821033-4866	24	1	0	2	5
s4867	6x4xm2	1	81821033-4867	24	1	0	3	0
s4868	6x4xm2db	1	81821033-4868	24	1	0	3	1
s4869	6x4xm2di	1	81821033-4869	24	1	0	3	2
s4870	6x4xm2da	1	81821033-4870	24	1	0	3	3
s4871	6x4xm2de	0	81821033-4871	24	1	0	3	4
s4872	6x4xm2du	0	81821033-4872	24	1	0	3	5
s4873	6x4xmd2	1	81821033-4873	24	1	0	4	0
s4874	6x4xmd2db	1	81821033-4874	24	1	0	4	1
s4875	6x4xmd2di	1	81821033-4875	24	1	0	4	2
s4876	6x4xmd2da	1	81821033-4876	24	1	0	4	3
s4877	6x4xmd2de	0	81821033-4877	24	1	0	4	4
s4878	6x4xmd2du	0	81821033-4878	24	1	0	4	5
s4879	6x4xm4	1	81821033-4879	24	1	0	5	0
s4880	6x4xm4db	1	81821033-4880	24	1	0	5	1
s4881	6x4xm4di	1	81821033-4881	24	1	0	5	2
s4882	6x4xm4da	1	81821033-4882	24	1	0	5	3
s4883	6x4xm4de	0	81821033-4883	24	1	0	5	4
s4884	6x4xm4du	0	81821033-4884	24	1	0	5	5
s4885	6x4xmd4	1	81821033-4885	24	1	0	6	0
s4886	6x4xmd4db	1	81821033-4886	24	1	0	6	1
s4887	6x4xmd4di	1	81821033-4887	24	1	0	6	2
s4888	6x4xmd4da	1	81821033-4888	24	1	0	6	3
s4889	6x4xmd4de	0	81821033-4889	24	1	0	6	4
s4890	6x4xmd4du	0	81821033-4890	24	1	0	6	5
s4891	6x4xm8	1	81821033-4891	24	1	0	7	0
s4892	6x4xm8db	1	81821033-4892	24	1	0	7	1
s4893	6x4xm8di	1	81821033-4893	24	1	0	7	2
s4894	6x4xm8da	1	81821033-4894	24	1	0	7	3
s4895	6x4xm8de	0	81821033-4895	24	1	0	7	4
s4896	6x4xm8du	0	81821033-4896	24	1	0	7	5
s4897	6x5a	1	81821033-4897	30	0	0	0	0
s4898	6x5adb	1	81821033-4898	30	0	0	0	1
s4899	6x5adi	0	81821033-4899	30	0	0	0	2
s4900	6x5ada	0	81821033-4900	30	0	0	0	3
s4901	6x5ade	0	81821033-4901	30	0	0	0	4
s4902	6x5adu	0	81821033-4902	30	0	0	0	5
s4903	6x5	1	81821033-4903	30	0	0	1	0
s4904	6x5db	1	81821033-4904	30	0	0	1	1
s4905	6x5di	0	81821033-4905	30	0	0	1	2
s4906	6x5da	0	81821033-4906	30	0	0	1	3
s4907	6x5de	0	81821033-4907	30	0	0	1	4
s4908	6x5du	0	81821033-4908	30	0	0	1	5
s4909	6x5r4	1	81821033-4909	30	0	0	2	0
s4910	6x5r4db	1	81821033-4910	30	0	0	2	1
s4911	6x5r4di	0	81821033-4911	30	0	0	2	2
s4912	6x5r4da	0	81821033-4912	30	0	0	2	3
s4913	6x5r4de	0	81821033-4913	30	0	0	2	4
s4914	6x5r4du	0	81821033-4914	30	0	0	2	5
s4915	6x5m2	1	81821033-4915	30	0	0	3	0
s4916	6x5m2db	1	81821033-4916	30	0	0	3	1
s4917	6x5m2di	0	81821033-4917	30	0	0	3	2
s4918	6x5m2da	0	81821033-4918	30	0	0	3	3
s4919	6x5m2de	0	81821033-4919	30	0	0	3	4
s4920	6x5m2du	0	81821033-4920	30	0	0	3	5
s4921	6x5md2	1	81821033-4921	30	0	0	4	0
s4922	6x5md2db	1	81821033-4922	30	0	0	4	1
s4923	6x5md2di	0	81821033-4923	30	0	0	4	2
s4924	6x5md2da	0	81821033-4924	30	0	0	4	3
s4925	6x5md2de	0	81821033-4925	30	0	0	4	4
s4926	6x5md2du	0	81821033-4926	30	0	0	4	5
s4927	6x5m4	1	81821033-4927	30	0	0	5	0
s4928	6x5m4db	1	81821033-4928	30	0	0	5	1
s4929	6x5m4di	0	81821033-4929	30	0	0	5	2
s4930	6x5m4da	0	81821033-4930	30	0	0	5	3
s4931	6x5m4de	0	81821033-4931	30	0	0	5	4
s4932	6x5m4du	0	81821033-4932	30	0	0	5	5
s4933	6x5md4	1	81821033-4933	30	0	0	6	0
s4934	6x5md4db	1	81821033-4934	30	0	0	6	1
s4935	6x5md4di	0	81821033-4935	30	0	0	6	2
s4936	6x5md4da	0	81821033-4936	30	0	0	6	3
s4937	6x5md4de	0	81821033-4937	30	0	0	6	4
s4938	6x5md4du	0	81821033-4938	30	0	0	6	5
s4939	6x5m8	1	81821033-4939	30	0	0	7	0
s4940	6x5m8db	1	81821033-4940	30	0	0	7	1
s4941	6x5m8di	0	81821033-4941	30	0	0	7	2
s4942	6x5m8da	0	81821033-4942	30	0	0	7	3
s4943	6x5m8de	0	81821033-4943	30	0	0	7	4
s4944	6x5m8du	0	81821033-4944	30	0	0	7	5
s4945	6x5xa	1	81821033-4945	30	1	0	0	0
s4946	6x5xadb	1	81821033-4946	30	1	0	0	1
s4947	6x5xadi	0	81821033-4947	30	1	0	0	2
s4948	6x5xada	0	81821033-4948	30	1	0	0	3
s4949	6x5xade	0	81821033-4949	30	1	0	0	4
s4950	6x5xadu	0	81821033-4950	30	1	0	0	5
s4951	6x5x	1	81821033-4951	30	1	0	1	0
s4952	6x5xdb	1	81821033-4952	30	1	0	1	1
s4953	6x5xdi	0	81821033-4953	30	1	0	1	2
s4954	6x5xda	0	81821033-4954	30	1	0	1	3
s4955	6x5xde	0	81821033-4955	30	1	0	1	4
s4956	6x5xdu	0	81821033-4956	30	1	0	1	5
s4957	6x5xr4	1	81821033-4957	30	1	0	2	0
s4958	6x5xr4db	1	81821033-4958	30	1	0	2	1
s4959	6x5xr4di	0	81821033-4959	30	1	0	2	2
s4960	6x5xr4da	0	81821033-4960	30	1	0	2	3
s4961	6x5xr4de	0	81821033-4961	30	1	0	2	4
s4962	6x5xr4du	0	81821033-4962	30	1	0	2	5
s4963	6x5xm2	1	81821033-4963	30	1	0	3	0
s4964	6x5xm2db	1	81821033-4964	30	1	0	3	1
s4965	6x5xm2di	0	81821033-4965	30	1	0	3	2
s4966	6x5xm2da	0	81821033-4966	30	1	0	3	3
s4967	6x5xm2de	0	81821033-4967	30	1	0	3	4
s4968	6x5xm2du	0	81821033-4968	30	1	0	3	5
s4969	6x5xmd2	1	81821033-4969	30	1	0	4	0
s4970	6x5xmd2db	1	81821033-4970	30	1	0	4	1
s4971	6x5xmd2di	0	81821033-4971	30	1	0	4	2
s4972	6x5xmd2da	0	81821033-4972	30	1	0	4	3
s4973	6x5xmd2de	0	81821033-4973	30	1	0	4	4
s4974	6x5xmd2du	0	81821033-4974	30	1	0	4	5
s4975	6x5xm4	1	81821033-4975	30	1	0	5	0
s4976	6x5xm4db	1	81821033-4976	30	1	0	5	1
s4977	6x5xm4di	0	81821033-4977	30	1	0	5	2
s4978	6x5xm4da	0	81821033-4978	30	1	0	5	3
s4979	6x5xm4de	0	81821033-4979	30	1	0	5	4
s4980	6x5xm4du	0	81821033-4980	30	1	0	5	5
s4981	6x5xmd4	1	81821033-4981	30	1	0	6	0
s4982	6x5xmd4db	1	81821033-4982	30	1	0	6	1
s4983	6x5xmd4di	0	81821033-4983	30	1	0	6	2
s4984	6x5xmd4da	0	81821033-4984	30	1	0	6	3
s4985	6x5xmd4de	0	81821033-4985	30	1	0	6	4
s4986	6x5xmd4du	0	81821033-4986	30	1	0	6	5
s4987	6x5xm8	1	81821033-4987	30	1	0	7	0
s4988	6x5xm8db	1	81821033-4988	30	1	0	7	1
s4989	6x5xm8di	0	81821033-4989	30	1	0	7	2
s4990	6x5xm8da	0	81821033-4990	30	1	0	7	3
s4991	6x5xm8de	0	81821033-4991	30	1	0	7	4
s4992	6x5xm8du	0	81821033-4992	30	1	0	7	5
s4993	7ja	1	81821033-4993	7	0	0	0	0
s4994	7jadb	1	81821033-4994	7	0	0	0	1
s4995	7jadi	1	81821033-4995	7	0	0	0	2
s4996	7jada	1	81821033-4996	7	0	0	0	3
s4997	7jade	1	81821033-4997	7	0	0	0	4
s4998	7jadu	1	81821033-4998	7	0	0	0	5
s4999	7j	1	81821033-4999	7	0	0	1	0
s5000	7jdb	1	81821033-5000	7	0	0	1	1
s5001	7jdi	1	81821033-5001	7	0	0	1	2
s5002	7jda	1	81821033-5002	7	0	0	1	3
s5003	7jde	1	81821033-5003	7	0	0	1	4
s5004	7jdu	1	81821033-5004	7	0	0	1	5
s5005	7jr4	1	81821033-5005	7	0	0	2	0
s5006	7jr4db	1	81821033-5006	7	0	0	2	1
s5007	7jr4di	1	81821033-5007	7	0	0	2	2
s5008	7jr4da	1	81821033-5008	7	0	0	2	3
s5009	7jr4de	1	81821033-5009	7	0	0	2	4
s5010	7jr4du	1	81821033-5010	7	0	0	2	5
s5011	7jm2	1	81821033-5011	7	0	0	3	0
s5012	7jm2db	1	81821033-5012	7	0	0	3	1
s5013	7jm2di	1	81821033-5013	7	0	0	3	2
s5014	7jm2da	1	81821033-5014	7	0	0	3	3
s5015	7jm2de	1	81821033-5015	7	0	0	3	4
s5016	7jm2du	1	81821033-5016	7	0	0	3	5
s5017	7jmd2	1	81821033-5017	7	0	0	4	0
s5018	7jmd2db	1	81821033-5018	7	0	0	4	1
s5019	7jmd2di	1	81821033-5019	7	0	0	4	2
s5020	7jmd2da	1	81821033-5020	7	0	0	4	3
s5021	7jmd2de	1	81821033-5021	7	0	0	4	4
s5022	7jmd2du	1	81821033-5022	7	0	0	4	5
s5023	7jm4	1	81821033-5023	7	0	0	5	0
s5024	7jm4db	1	81821033-5024	7	0	0	5	1
s5025	7jm4di	1	81821033-5025	7	0	0	5	2
s5026	7jm4da	1	81821033-5026	7	0	0	5	3
s5027	7jm4de	1	81821033-5027	7	0	0	5	4
s5028	7jm4du	1	81821033-5028	7	0	0	5	5
s5029	7jmd4	1	81821033-5029	7	0	0	6	0
s5030	7jmd4db	1	81821033-5030	7	0	0	6	1
s5031	7jmd4di	1	81821033-5031	7	0	0	6	2
s5032	7jmd4da	1	81821033-5032	7	0	0	6	3
s5033	7jmd4de	1	81821033-5033	7	0	0	6	4
s5034	7jmd4du	1	81821033-5034	7	0	0	6	5
s5035	7jm8	1	81821033-5035	7	0	0	7	0
s5036	7jm8db	1	81821033-5036	7	0	0	7	1
s5037	7jm8di	1	81821033-5037	7	0	0	7	2
s5038	7jm8da	1	81821033-5038	7	0	0	7	3
s5039	7jm8de	1	81821033-5039	7	0	0	7	4
s5040	7jm8du	1	81821033-5040	7	0	0	7	5
s5041	7jka	1	81821033-5041	7	0	1	0	0
s5042	7jkadb	1	81821033-5042	7	0	1	0	1
s5043	7jkadi	1	81821033-5043	7	0	1	0	2
s5044	7jkada	1	81821033-5044	7	0	1	0	3
s5045	7jkade	1	81821033-5045	7	0	1	0	4
s5046	7jkadu	1	81821033-5046	7	0	1	0	5
s5047	7jk	0	81821033-5047	7	0	1	1	0
s5048	7jkdb	0	81821033-5048	7	0	1	1	1
s5049	7jkdi	0	81821033-5049	7	0	1	1	2
s5050	7jkda	0	81821033-5050	7	0	1	1	3
s5051	7jkde	0	81821033-5051	7	0	1	1	4
s5052	7jkdu	0	81821033-5052	7	0	1	1	5
s5053	7jkr4	0	81821033-5053	7	0	1	2	0
s5054	7jkr4db	0	81821033-5054	7	0	1	2	1
s5055	7jkr4di	0	81821033-5055	7	0	1	2	2
s5056	7jkr4da	0	81821033-5056	7	0	1	2	3
s5057	7jkr4de	0	81821033-5057	7	0	1	2	4
s5058	7jkr4du	0	81821033-5058	7	0	1	2	5
s5059	7jkm2	0	81821033-5059	7	0	1	3	0
s5060	7jkm2db	0	81821033-5060	7	0	1	3	1
s5061	7jkm2di	0	81821033-5061	7	0	1	3	2
s5062	7jkm2da	0	81821033-5062	7	0	1	3	3
s5063	7jkm2de	0	81821033-5063	7	0	1	3	4
s5064	7jkm2du	0	81821033-5064	7	0	1	3	5
s5065	7jkmd2	0	81821033-5065	7	0	1	4	0
s5066	7jkmd2db	0	81821033-5066	7	0	1	4	1
s5067	7jkmd2di	0	81821033-5067	7	0	1	4	2
s5068	7jkmd2da	0	81821033-5068	7	0	1	4	3
s5069	7jkmd2de	0	81821033-5069	7	0	1	4	4
s5070	7jkmd2du	0	81821033-5070	7	0	1	4	5
s5071	7jkm4	0	81821033-5071	7	0	1	5	0
s5072	7jkm4db	0	81821033-5072	7	0	1	5	1
s5073	7jkm4di	0	81821033-5073	7	0	1	5	2
s5074	7jkm4da	0	81821033-5074	7	0	1	5	3
s5075	7jkm4de	0	81821033-5075	7	0	1	5	4
s5076	7jkm4du	0	81821033-5076	7	0	1	5	5
s5077	7jkmd4	0	81821033-5077	7	0	1	6	0
s5078	7jkmd4db	0	81821033-5078	7	0	1	6	1
s5079	7jkmd4di	0	81821033-5079	7	0	1	6	2
s5080	7jkmd4da	0	81821033-5080	7	0	1	6	3
s5081	7jkmd4de	0	81821033-5081	7	0	1	6	4
s5082	7jkmd4du	0	81821033-5082	7	0	1	6	5
s5083	7jkm8	0	81821033-5083	7	0	1	7	0
s5084	7jkm8db	0	81821033-5084	7	0	1	7	1
s5085	7jkm8di	0	81821033-5085	7	0	1	7	2
s5086	7jkm8da	0	81821033-5086	7	0	1	7	3
s5087	7jkm8de	0	81821033-5087	7	0	1	7	4
s5088	7jkm8du	0	81821033-5088	7	0	1	7	5
s5089	7jxa	1	81821033-5089	7	1	0	0	0
s5090	7jxadb	1	81821033-5090	7	1	0	0	1
s5091	7jxadi	1	81821033-5091	7	1	0	0	2
s5092	7jxada	1	81821033-5092	7	1	0	0	3
s5093	7jxade	1	81821033-5093	7	1	0	0	4
s5094	7jxadu	1	81821033-5094	7	1	0	0	5
s5095	7jx	1	81821033-5095	7	1	0	1	0
s5096	7jxdb	1	81821033-5096	7	1	0	1	1
s5097	7jxdi	1	81821033-5097	7	1	0	1	2
s5098	7jxda	1	81821033-5098	7	1	0	1	3
s5099	7jxde	1	81821033-5099	7	1	0	1	4
s5100	7jxdu	1	81821033-5100	7	1	0	1	5
s5101	7jxr4	1	81821033-5101	7	1	0	2	0
s5102	7jxr4db	1	81821033-5102	7	1	0	2	1
s5103	7jxr4di	1	81821033-5103	7	1	0	2	2
s5104	7jxr4da	1	81821033-5104	7	1	0	2	3
s5105	7jxr4de	1	81821033-5105	7	1	0	2	4
s5106	7jxr4du	1	81821033-5106	7	1	0	2	5
s5107	7jxm2	1	81821033-5107	7	1	0	3	0
s5108	7jxm2db	1	81821033-5108	7	1	0	3	1
s5109	7jxm2di	1	81821033-5109	7	1	0	3	2
s5110	7jxm2da	1	81821033-5110	7	1	0	3	3
s5111	7jxm2de	1	81821033-5111	7	1	0	3	4
s5112	7jxm2du	1	81821033-5112	7	1	0	3	5
s5113	7jxmd2	1	81821033-5113	7	1	0	4	0
s5114	7jxmd2db	1	81821033-5114	7	1	0	4	1
s5115	7jxmd2di	1	81821033-5115	7	1	0	4	2
s5116	7jxmd2da	1	81821033-5116	7	1	0	4	3
s5117	7jxmd2de	1	81821033-5117	7	1	0	4	4
s5118	7jxmd2du	1	81821033-5118	7	1	0	4	5
s5119	7jxm4	1	81821033-5119	7	1	0	5	0
s5120	7jxm4db	1	81821033-5120	7	1	0	5	1
s5121	7jxm4di	1	81821033-5121	7	1	0	5	2
s5122	7jxm4da	1	81821033-5122	7	1	0	5	3
s5123	7jxm4de	1	81821033-5123	7	1	0	5	4
s5124	7jxm4du	1	81821033-5124	7	1	0	5	5
s5125	7jxmd4	1	81821033-5125	7	1	0	6	0
s5126	7jxmd4db	1	81821033-5126	7	1	0	6	1
s5127	7jxmd4di	1	81821033-5127	7	1	0	6	2
s5128	7jxmd4da	1	81821033-5128	7	1	0	6	3
s5129	7jxmd4de	1	81821033-5129	7	1	0	6	4
s5130	7jxmd4du	1	81821033-5130	7	1	0	6	5
s5131	7jxm8	1	81821033-5131	7	1	0	7	0
s5132	7jxm8db	1	81821033-5132	7	1	0	7	1
s5133	7jxm8di	1	81821033-5133	7	1	0	7	2
s5134	7jxm8da	1	81821033-5134	7	1	0	7	3
s5135	7jxm8de	1	81821033-5135	7	1	0	7	4
s5136	7jxm8du	1	81821033-5136	7	1	0	7	5
s5137	7jxka	1	81821033-5137	7	1	1	0	0
s5138	7jxkadb	1	81821033-5138	7	1	1	0	1
s5139	7jxkadi	1	81821033-5139	7	1	1	0	2
s5140	7jxkada	1	81821033-5140	7	1	1	0	3
s5141	7jxkade	1	81821033-5141	7	1	1	0	4
s5142	7jxkadu	1	81821033-5142	7	1	1	0	5
s5143	7jxk	0	81821033-5143	7	1	1	1	0
s5144	7jxkdb	0	81821033-5144	7	1	1	1	1
s5145	7jxkdi	0	81821033-5145	7	1	1	1	2
s5146	7jxkda	0	81821033-5146	7	1	1	1	3
s5147	7jxkde	0	81821033-5147	7	1	1	1	4
s5148	7jxkdu	0	81821033-5148	7	1	1	1	5
s5149	7jxkr4	0	81821033-5149	7	1	1	2	0
s5150	7jxkr4db	0	81821033-5150	7	1	1	2	1
s5151	7jxkr4di	0	81821033-5151	7	1	1	2	2
s5152	7jxkr4da	0	81821033-5152	7	1	1	2	3
s5153	7jxkr4de	0	81821033-5153	7	1	1	2	4
s5154	7jxkr4du	0	81821033-5154	7	1	1	2	5
s5155	7jxkm2	0	81821033-5155	7	1	1	3	0
s5156	7jxkm2db	0	81821033-5156	7	1	1	3	1
s5157	7jxkm2di	0	81821033-5157	7	1	1	3	2
s5158	7jxkm2da	0	81821033-5158	7	1	1	3	3
s5159	7jxkm2de	0	81821033-5159	7	1	1	3	4
s5160	7jxkm2du	0	81821033-5160	7	1	1	3	5
s5161	7jxkmd2	0	81821033-5161	7	1	1	4	0
s5162	7jxkmd2db	0	81821033-5162	7	1	1	4	1
s5163	7jxkmd2di	0	81821033-5163	7	1	1	4	2
s5164	7jxkmd2da	0	81821033-5164	7	1	1	4	3
s5165	7jxkmd2de	0	81821033-5165	7	1	1	4	4
s5166	7jxkmd2du	0	81821033-5166	7	1	1	4	5
s5167	7jxkm4	0	81821033-5167	7	1	1	5	0
s5168	7jxkm4db	0	81821033-5168	7	1	1	5	1
s5169	7jxkm4di	0	81821033-5169	7	1	1	5	2
s5170	7jxkm4da	0	81821033-5170	7	1	1	5	3
s5171	7jxkm4de	0	81821033-5171	7	1	1	5	4
s5172	7jxkm4du	0	81821033-5172	7	1	1	5	5
s5173	7jxkmd4	0	81821033-5173	7	1	1	6	0
s5174	7jxkmd4db	0	81821033-5174	7	1	1	6	1
s5175	7jxkmd4di	0	81821033-5175	7	1	1	6	2
s5176	7jxkmd4da	0	81821033-5176	7	1	1	6	3
s5177	7jxkmd4de	0	81821033-5177	7	1	1	6	4
s5178	7jxkmd4du	0	81821033-5178	7	1	1	6	5
s5179	7jxkm8	0	81821033-5179	7	1	1	7	0
s5180	7jxkm8db	0	81821033-5180	7	1	1	7	1
s5181	7jxkm8di	0	81821033-5181	7	1	1	7	2
s5182	7jxkm8da	0	81821033-5182	7	1	1	7	3
s5183	7jxkm8de	0	81821033-5183	7	1	1	7	4
s5184	7jxkm8du	0	81821033-5184	7	1	1	7	5
s5185	7x2a	1	81821033-5185	14	0	0	0	0
s5186	7x2adb	1	81821033-5186	14	0	0	0	1
s5187	7x2adi	1	81821033-5187	14	0	0	0	2
s5188	7x2ada	1	81821033-5188	14	0	0	0	3
s5189	7x2ade	1	81821033-5189	14	0	0	0	4
s5190	7x2adu	1	81821033-5190	14	0	0	0	5
s5191	7x2	1	81821033-5191	14	0	0	1	0
s5192	7x2db	1	81821033-5192	14	0	0	1	1
s5193	7x2di	1	81821033-5193	14	0	0	1	2
s5194	7x2da	1	81821033-5194	14	0	0	1	3
s5195	7x2de	1	81821033-5195	14	0	0	1	4
s5196	7x2du	1	81821033-5196	14	0	0	1	5
s5197	7x2r4	1	81821033-5197	14	0	0	2	0
s5198	7x2r4db	1	81821033-5198	14	0	0	2	1
s5199	7x2r4di	1	81821033-5199	14	0	0	2	2
s5200	7x2r4da	1	81821033-5200	14	0	0	2	3
s5201	7x2r4de	1	81821033-5201	14	0	0	2	4
s5202	7x2r4du	1	81821033-5202	14	0	0	2	5
s5203	7x2m2	1	81821033-5203	14	0	0	3	0
s5204	7x2m2db	1	81821033-5204	14	0	0	3	1
s5205	7x2m2di	1	81821033-5205	14	0	0	3	2
s5206	7x2m2da	1	81821033-5206	14	0	0	3	3
s5207	7x2m2de	1	81821033-5207	14	0	0	3	4
s5208	7x2m2du	1	81821033-5208	14	0	0	3	5
s5209	7x2md2	1	81821033-5209	14	0	0	4	0
s5210	7x2md2db	1	81821033-5210	14	0	0	4	1
s5211	7x2md2di	1	81821033-5211	14	0	0	4	2
s5212	7x2md2da	1	81821033-5212	14	0	0	4	3
s5213	7x2md2de	1	81821033-5213	14	0	0	4	4
s5214	7x2md2du	1	81821033-5214	14	0	0	4	5
s5215	7x2m4	1	81821033-5215	14	0	0	5	0
s5216	7x2m4db	1	81821033-5216	14	0	0	5	1
s5217	7x2m4di	1	81821033-5217	14	0	0	5	2
s5218	7x2m4da	1	81821033-5218	14	0	0	5	3
s5219	7x2m4de	1	81821033-5219	14	0	0	5	4
s5220	7x2m4du	1	81821033-5220	14	0	0	5	5
s5221	7x2md4	1	81821033-5221	14	0	0	6	0
s5222	7x2md4db	1	81821033-5222	14	0	0	6	1
s5223	7x2md4di	1	81821033-5223	14	0	0	6	2
s5224	7x2md4da	1	81821033-5224	14	0	0	6	3
s5225	7x2md4de	1	81821033-5225	14	0	0	6	4
s5226	7x2md4du	1	81821033-5226	14	0	0	6	5
s5227	7x2m8	1	81821033-5227	14	0	0	7	0
s5228	7x2m8db	1	81821033-5228	14	0	0	7	1
s5229	7x2m8di	1	81821033-5229	14	0	0	7	2
s5230	7x2m8da	1	81821033-5230	14	0	0	7	3
s5231	7x2m8de	1	81821033-5231	14	0	0	7	4
s5232	7x2m8du	1	81821033-5232	14	0	0	7	5
s5233	7x2xa	1	81821033-5233	14	1	0	0	0
s5234	7x2xadb	1	81821033-5234	14	1	0	0	1
s5235	7x2xadi	1	81821033-5235	14	1	0	0	2
s5236	7x2xada	1	81821033-5236	14	1	0	0	3
s5237	7x2xade	1	81821033-5237	14	1	0	0	4
s5238	7x2xadu	1	81821033-5238	14	1	0	0	5
s5239	7x2x	1	81821033-5239	14	1	0	1	0
s5240	7x2xdb	1	81821033-5240	14	1	0	1	1
s5241	7x2xdi	1	81821033-5241	14	1	0	1	2
s5242	7x2xda	1	81821033-5242	14	1	0	1	3
s5243	7x2xde	1	81821033-5243	14	1	0	1	4
s5244	7x2xdu	1	81821033-5244	14	1	0	1	5
s5245	7x2xr4	1	81821033-5245	14	1	0	2	0
s5246	7x2xr4db	1	81821033-5246	14	1	0	2	1
s5247	7x2xr4di	1	81821033-5247	14	1	0	2	2
s5248	7x2xr4da	1	81821033-5248	14	1	0	2	3
s5249	7x2xr4de	1	81821033-5249	14	1	0	2	4
s5250	7x2xr4du	1	81821033-5250	14	1	0	2	5
s5251	7x2xm2	1	81821033-5251	14	1	0	3	0
s5252	7x2xm2db	1	81821033-5252	14	1	0	3	1
s5253	7x2xm2di	1	81821033-5253	14	1	0	3	2
s5254	7x2xm2da	1	81821033-5254	14	1	0	3	3
s5255	7x2xm2de	1	81821033-5255	14	1	0	3	4
s5256	7x2xm2du	1	81821033-5256	14	1	0	3	5
s5257	7x2xmd2	1	81821033-5257	14	1	0	4	0
s5258	7x2xmd2db	1	81821033-5258	14	1	0	4	1
s5259	7x2xmd2di	1	81821033-5259	14	1	0	4	2
s5260	7x2xmd2da	1	81821033-5260	14	1	0	4	3
s5261	7x2xmd2de	1	81821033-5261	14	1	0	4	4
s5262	7x2xmd2du	1	81821033-5262	14	1	0	4	5
s5263	7x2xm4	1	81821033-5263	14	1	0	5	0
s5264	7x2xm4db	1	81821033-5264	14	1	0	5	1
s5265	7x2xm4di	1	81821033-5265	14	1	0	5	2
s5266	7x2xm4da	1	81821033-5266	14	1	0	5	3
s5267	7x2xm4de	1	81821033-5267	14	1	0	5	4
s5268	7x2xm4du	1	81821033-5268	14	1	0	5	5
s5269	7x2xmd4	1	81821033-5269	14	1	0	6	0
s5270	7x2xmd4db	1	81821033-5270	14	1	0	6	1
s5271	7x2xmd4di	1	81821033-5271	14	1	0	6	2
s5272	7x2xmd4da	1	81821033-5272	14	1	0	6	3
s5273	7x2xmd4de	1	81821033-5273	14	1	0	6	4
s5274	7x2xmd4du	1	81821033-5274	14	1	0	6	5
s5275	7x2xm8	1	81821033-5275	14	1	0	7	0
s5276	7x2xm8db	1	81821033-5276	14	1	0	7	1
s5277	7x2xm8di	1	81821033-5277	14	1	0	7	2
s5278	7x2xm8da	1	81821033-5278	14	1	0	7	3
s5279	7x2xm8de	1	81821033-5279	14	1	0	7	4
